strain	nativename	latitude	longitude	stockparent	site	country	AtMSQTsnp 2	AtMSQTsnp 4	AtMSQTsnp 8	AtMSQTsnp 9	AtMSQTsnp 10	AtMSQTsnp 11	AtMSQTsnp 12	AtMSQTsnp 14	AtMSQTsnp 15	AtMSQTsnp 18	AtMSQTsnp 21	AtMSQTsnp 22	AtMSQTsnp 27	AtMSQTsnp 29	AtMSQTsnp 30	AtMSQTsnp 31	AtMSQTsnp 33	AtMSQTsnp 38	AtMSQTsnp 40	AtMSQTsnp 41	AtMSQTsnp 47	AtMSQTsnp 48	AtMSQTsnp 49	AtMSQTsnp 53	AtMSQTsnp 54	AtMSQTsnp 57	AtMSQTsnp 58	AtMSQTsnp 60	AtMSQTsnp 61	AtMSQTsnp 62	AtMSQTsnp 63	AtMSQTsnp 65	AtMSQTsnp 67	AtMSQTsnp 69	AtMSQTsnp 73	AtMSQTsnp 76	AtMSQTsnp 85	AtMSQTsnp 87	AtMSQTsnp 88	AtMSQTsnp 90	AtMSQTsnp 91	AtMSQTsnp 92	AtMSQTsnp 97	AtMSQTsnp 100	AtMSQTsnp 101	AtMSQTsnp 104	AtMSQTsnp 108	AtMSQTsnp 114	AtMSQTsnp 118	AtMSQTsnp 123	AtMSQTsnp 126	AtMSQTsnp 128	AtMSQTsnp 129	AtMSQTsnp 130	AtMSQTsnp 132	AtMSQTsnp 138	AtMSQTsnp 140	AtMSQTsnp 142	AtMSQTsnp 143	AtMSQTsnp 145	AtMSQTsnp 146	AtMSQTsnp 155	AtMSQTsnp 156	AtMSQTsnp 159	AtMSQTsnp 164	AtMSQTsnp 169	AtMSQTsnp 170	AtMSQTsnp 173	AtMSQTsnp 174	AtMSQTsnp 177	AtMSQTsnp 184	AtMSQTsnp 186	AtMSQTsnp 187	AtMSQTsnp 188	AtMSQTsnp 189	AtMSQTsnp 191	AtMSQTsnp 194	AtMSQTsnp 197	AtMSQTsnp 198	AtMSQTsnp 203	AtMSQTsnp 205	AtMSQTsnp 214	AtMSQTsnp 220	AtMSQTsnp 222	AtMSQTsnp 223	AtMSQTsnp 231	AtMSQTsnp 232	AtMSQTsnp 235	AtMSQTsnp 237	AtMSQTsnp 242	AtMSQTsnp 244	AtMSQTsnp 249	AtMSQTsnp 254	AtMSQTsnp 260	AtMSQTsnp 263	AtMSQTsnp 266	AtMSQTsnp 267	AtMSQTsnp 274	AtMSQTsnp 278	AtMSQTsnp 279	AtMSQTsnp 281	AtMSQTsnp 282	AtMSQTsnp 285	AtMSQTsnp 286	AtMSQTsnp 288	AtMSQTsnp 292	AtMSQTsnp 294	AtMSQTsnp 300	AtMSQTsnp 304	AtMSQTsnp 306	AtMSQTsnp 307	AtMSQTsnp 310	AtMSQTsnp 312	AtMSQTsnp 315	AtMSQTsnp 321	AtMSQTsnp 323	AtMSQTsnp 325	AtMSQTsnp 327	AtMSQTsnp 331	AtMSQTsnp 334	AtMSQTsnp 343	AtMSQTsnp 350	AtMSQTsnp 351	AtMSQTsnp 355	AtMSQTsnp 358	AtMSQTsnp 359	AtMSQTsnp 360	AtMSQTsnp 361	AtMSQTsnp 368	AtMSQTsnp 370	AtMSQTsnp 372	AtMSQTsnp 373	AtMSQTsnp 378	AtMSQTsnp 379	AtMSQTsnp 388	AtMSQTsnp 390	AtMSQTsnp 392	AtMSQTsnp 394	AtMSQTsnp 395	AtMSQTsnp 397	AtMSQTsnp 398	AtMSQTsnp 399	AtMSQTsnp 404	AtMSQTsnp 406	AtMSQTsnp 408	AtMSQTsnp 409	AtMSQTsnp 410	AtMSQTsnp 412	AtMSQTsnp 415
1718	KBS-Mac-15	42.405	-85.398		KBS-Mackay	USA	3	2	1	3	1	2	1	1	2	2	4	1	1	4	2	3	0	1	2	4	2	2	4	4	1	4	3	1	2	1	1	1	3	4	2	4	1	4	3	4	1	3	2	3	1	4	1	1	3	1	1	3	3	2	4	4	2	2	1	4	3	3	4	2	1	3	2	3	3	1	4	4	1	2	1	1	4	1	4	4	2	1	1	4	3	3	0	1	4	2	3	1	1	1	4	4	4	4	3	4	4	1	4	2	1	2	3	1	4	3	4	2	4	4	1	3	4	4	3	4	4	1	1	4	3	4	0	1	1	1	1	3	2	1	2	2	1	1	1	4	2	3	4	1	3	4	3	1	3
1719	KBS-Mac-16	42.405	-85.398		KBS-Mackay	USA	3	2	1	3	1	2	1	1	2	2	4	1	1	1	2	3	0	1	2	2	1	2	2	2	1	4	2	1	2	1	1	1	3	4	2	2	1	4	1	4	3	3	2	3	3	2	1	1	3	1	1	3	3	2	4	9	1	4	1	4	1	3	4	4	2	3	1	3	3	1	4	1	4	2	1	1	4	1	4	1	2	3	1	4	3	1	0	3	4	2	3	1	1	1	4	4	4	4	3	4	4	1	4	2	1	2	3	1	4	3	4	2	4	4	1	1	4	4	3	4	4	1	3	3	3	4	4	3	1	1	1	3	2	1	1	2	3	3	3	4	2	3	4	1	3	4	3	1	1
1720	KBS-Mac-17	42.405	-85.398		KBS-Mackay	USA	3	2	1	3	1	2	1	1	2	2	4	1	1	4	2	3	0	1	2	4	2	2	4	4	1	4	3	1	2	1	1	3	3	3	4	2	1	4	1	4	3	3	2	3	3	2	1	1	3	1	3	3	3	4	4	4	2	4	1	4	1	3	4	4	1	3	1	1	1	3	4	1	4	2	1	1	4	1	4	1	2	3	1	4	3	1	0	3	4	2	3	3	2	1	4	3	9	3	1	4	4	4	4	3	3	2	3	1	4	3	4	2	4	4	1	3	4	4	3	4	4	1	3	3	3	4	4	3	1	3	1	3	2	1	2	4	3	1	1	3	2	1	4	1	1	4	3	1	3
1721	KBS-Mac-22	42.405	-85.398		KBS-Mackay	USA	3	2	1	3	1	2	1	1	2	2	4	1	1	1	2	3	0	1	2	2	1	2	2	2	1	4	2	1	2	1	1	1	3	4	2	2	1	4	1	4	3	3	2	3	3	2	1	1	3	1	1	3	3	2	4	9	1	4	1	4	1	3	4	4	2	3	1	3	3	1	4	1	4	2	1	1	4	1	4	1	2	3	1	4	3	1	0	3	4	2	3	1	1	1	4	4	4	4	3	4	4	1	4	2	1	2	3	1	4	3	4	2	4	4	1	1	4	4	3	4	4	1	3	3	3	4	4	3	1	1	1	3	2	1	2	2	1	1	1	4	2	3	4	1	3	4	3	1	1
1722	KBS-Mac-23	42.405	-85.398		KBS-Mackay	USA	3	2	1	3	1	2	1	1	2	2	4	1	1	4	2	3	0	1	2	4	2	2	4	4	1	4	8	1	2	0	5	1	3	4	4	4	1	4	3	4	1	3	2	3	1	4	1	1	3	6	6	3	3	4	4	4	2	4	1	4	3	3	4	2	1	3	2	3	3	1	4	1	4	2	1	1	4	1	4	7	2	3	1	4	3	1	5	3	4	2	3	1	1	1	4	3	9	3	1	4	4	4	2	3	1	2	3	1	4	3	4	2	4	4	1	6	4	0	3	9	4	1	1	4	3	4	4	3	1	3	1	3	2	1	2	2	3	3	3	3	0	6	4	1	6	4	3	1	3
1723	KBS-Mac-26	42.405	-85.398		KBS-Mackay	USA	3	2	1	3	1	2	1	1	2	2	4	1	1	4	2	3	0	1	2	4	2	2	4	4	1	4	3	1	2	1	1	3	3	3	4	2	1	4	1	4	3	3	2	3	1	4	1	1	3	1	1	3	3	2	4	9	1	4	1	4	3	3	4	2	1	3	2	3	3	1	4	4	4	2	1	1	4	1	4	1	2	3	1	4	3	3	5	1	4	2	3	1	1	2	4	3	9	3	1	4	4	4	2	3	3	2	3	1	4	3	4	2	4	4	1	3	2	0	2	4	4	1	3	3	3	4	4	3	3	3	1	3	2	1	2	4	3	1	1	3	2	1	4	1	1	4	3	1	3
1724	KBS-Mac-28	42.405	-85.398		KBS-Mackay	USA	3	2	1	3	1	2	1	1	2	2	4	1	1	4	2	3	0	1	2	4	2	2	4	4	1	4	3	1	2	1	1	3	3	3	4	2	1	4	1	4	3	3	2	3	1	4	1	1	3	1	1	3	3	2	4	9	1	4	1	4	3	3	4	2	1	3	2	3	3	1	4	4	4	2	1	1	4	1	4	1	2	3	1	4	3	3	0	1	4	2	3	1	1	2	4	3	9	3	1	4	4	4	2	3	3	2	3	1	4	3	4	2	4	4	1	3	2	0	2	4	4	1	3	3	3	4	4	3	3	3	1	3	2	1	2	4	3	1	1	3	2	1	4	1	1	4	3	1	3
1725	KBS-Mac-30	42.405	-85.398		KBS-Mackay	USA	3	2	3	4	3	2	1	1	2	2	4	1	1	4	2	3	0	1	2	4	2	2	4	4	1	4	3	1	2	3	2	1	3	3	4	2	1	4	1	4	3	3	2	3	3	2	1	1	3	1	1	3	3	2	4	4	2	4	1	4	1	3	4	4	1	3	1	1	1	3	4	4	4	2	1	1	4	1	4	1	2	3	1	4	3	1	0	1	4	2	3	1	1	1	4	4	2	4	3	4	4	4	4	3	3	2	3	1	4	3	4	2	4	4	1	3	4	0	3	4	4	1	3	3	3	4	4	3	1	3	1	3	2	1	1	2	3	3	1	3	2	1	4	1	1	4	3	1	1
1726	KBS-Mac-33	42.405	-85.398		KBS-Mackay	USA	3	2	1	3	1	4	1	1	2	3	2	1	1	1	2	3	0	1	2	2	2	2	4	4	1	4	3	1	2	3	2	1	3	4	2	4	1	4	1	2	3	3	3	3	1	2	1	3	3	1	1	3	3	2	4	2	1	4	1	4	3	3	4	2	1	3	2	3	3	1	4	4	1	2	3	1	4	1	4	4	2	1	1	4	3	3	0	1	4	2	3	1	1	1	4	4	4	4	3	4	4	1	4	2	1	2	3	1	4	3	4	2	4	4	1	3	4	4	3	4	4	1	1	4	3	4	3	1	1	1	1	3	2	1	1	2	3	3	3	3	3	3	4	1	1	2	3	1	1
1727	KBS-Mac-34	42.405	-85.398		KBS-Mackay	USA	3	2	3	4	3	2	1	1	2	2	4	1	1	4	2	3	0	1	2	4	2	2	4	4	1	4	3	1	2	3	2	1	3	3	4	2	1	4	1	4	3	3	2	3	3	2	1	1	3	1	1	3	3	2	4	4	2	4	1	4	1	3	4	4	1	3	1	1	1	3	4	4	4	2	1	1	4	1	4	1	2	3	1	4	3	1	0	1	4	2	3	1	1	1	4	4	2	4	3	4	4	4	4	3	3	2	3	1	4	3	4	2	4	4	1	3	4	0	3	4	4	1	3	3	3	4	4	3	1	3	1	3	2	1	1	2	3	3	1	3	2	1	4	1	1	4	3	1	1
1728	KBS-Mac-36	42.405	-85.398		KBS-Mackay	USA	3	2	1	3	1	2	1	1	2	2	4	1	1	1	2	3	0	1	2	2	1	2	2	2	1	4	2	1	2	1	1	1	3	4	2	2	1	4	1	4	3	3	2	3	3	2	1	1	3	1	1	3	3	2	4	2	1	4	1	4	1	3	4	4	2	3	1	3	3	1	4	1	4	2	1	1	4	1	4	1	2	3	1	4	3	1	0	3	4	2	3	1	1	1	4	4	4	4	3	4	4	1	4	2	1	2	3	1	4	3	4	2	4	4	1	1	4	4	3	4	4	1	3	3	3	4	4	3	1	1	1	3	2	1	1	2	3	3	3	3	3	3	4	1	3	4	3	1	1
1729	KBS-Mac-41	42.405	-85.398		KBS-Mackay	USA	3	2	1	3	1	2	1	1	2	2	4	1	1	4	2	3	0	1	2	4	2	2	4	4	1	4	3	1	2	3	2	1	3	3	4	2	1	4	1	4	3	3	2	3	3	2	1	1	3	3	3	3	3	2	4	4	2	4	1	4	1	3	4	4	1	3	1	1	1	3	4	4	4	2	1	1	4	1	4	1	2	3	1	4	3	1	0	1	4	2	3	1	1	1	4	3	9	3	1	4	4	4	4	3	3	2	3	1	4	3	4	2	4	4	1	3	4	4	3	4	4	1	3	3	3	4	4	3	1	3	1	3	2	1	2	4	3	1	1	3	2	1	4	1	1	4	3	1	1
1730	KBS-Mac-43	42.405	-85.398		KBS-Mackay	USA	3	2	1	3	1	2	1	1	2	2	4	1	1	4	2	3	0	1	2	4	2	2	4	4	1	4	3	1	2	1	1	3	3	3	4	2	1	4	1	4	3	3	2	3	3	2	1	1	3	1	1	3	3	4	4	4	2	4	1	4	1	3	4	4	1	3	1	1	1	3	4	1	4	2	1	1	4	1	4	4	2	1	1	4	3	3	0	3	2	2	3	1	1	1	4	4	2	4	3	4	4	4	4	3	3	2	3	1	4	3	4	2	4	4	1	3	9	0	8	4	4	1	3	3	3	4	4	3	1	3	1	3	2	1	1	4	3	1	1	3	2	1	4	1	1	4	3	1	3
1731	KBS-Mac-48	42.405	-85.398		KBS-Mackay	USA	3	2	3	4	3	2	1	1	2	2	4	1	1	4	2	3	0	1	2	4	2	2	4	4	1	4	3	1	2	3	2	1	3	3	4	2	1	4	1	4	3	3	2	3	3	2	1	1	3	1	1	3	3	2	4	4	2	4	1	4	1	3	4	4	1	3	1	1	1	3	4	4	4	2	1	1	4	1	4	1	2	3	1	4	3	1	0	1	4	2	3	1	1	1	4	4	2	4	3	4	4	4	4	3	3	2	3	1	4	3	4	2	4	4	1	3	4	0	3	4	4	1	3	3	3	4	4	3	1	3	1	3	2	1	1	2	3	3	1	3	2	1	4	1	1	4	3	1	1
1732	KBS-Mac-51	42.405	-85.398		KBS-Mackay	USA	3	2	1	3	1	2	1	1	2	2	4	1	1	4	2	3	0	1	2	4	2	2	4	4	1	4	3	1	2	3	2	1	3	4	2	4	1	4	3	4	1	3	2	3	1	4	1	1	3	1	1	3	3	2	4	0	1	4	1	4	3	3	4	2	1	3	1	1	1	3	4	1	4	2	1	1	4	1	4	1	2	3	1	4	3	3	0	1	4	2	3	1	1	1	4	3	9	3	1	4	4	4	2	3	3	2	3	3	4	2	1	2	4	4	1	3	4	4	3	4	4	1	3	3	3	4	4	3	1	3	1	3	2	1	2	4	3	1	1	3	2	1	4	1	1	4	3	1	1
1733	KBS-Mac-53	42.405	-85.398		KBS-Mackay	USA	3	2	1	3	1	2	1	1	2	2	4	1	1	4	2	3	0	1	2	4	2	2	4	4	1	4	3	1	2	3	2	1	3	4	2	4	1	4	3	4	1	3	2	3	1	4	1	1	3	1	1	3	3	2	4	2	1	4	1	4	3	3	4	2	1	3	1	1	1	3	4	1	4	2	1	1	4	1	4	1	2	3	1	4	3	3	5	1	4	2	3	1	1	1	4	3	9	3	1	4	4	4	2	3	3	2	3	3	4	2	1	2	4	4	1	3	4	0	3	4	4	1	3	3	3	4	4	3	1	3	1	3	2	1	2	4	3	1	1	3	2	1	4	1	1	4	3	1	1
1734	KBS-Mac-54	42.405	-85.398		KBS-Mackay	USA	3	0	1	0	1	0	0	1	2	2	4	0	1	0	2	3	0	1	2	4	2	0	4	0	1	4	3	1	0	3	2	1	3	4	2	4	1	4	3	4	1	3	0	3	1	0	0	1	3	1	1	3	3	2	4	2	1	4	0	4	0	3	4	2	1	3	1	0	1	3	4	1	4	2	1	1	0	1	4	4	2	0	1	0	0	3	5	1	4	2	3	0	1	0	4	3	9	0	0	4	0	0	2	3	1	0	0	3	4	2	1	2	0	4	1	0	0	4	3	4	4	1	0	0	0	4	4	3	1	3	1	3	2	1	1	0	3	1	0	3	0	0	4	1	1	2	3	1	1
1735	KBS-Mac-56	42.405	-85.398		KBS-Mackay	USA	3	2	1	3	1	2	1	1	2	2	4	1	1	4	2	3	0	1	2	4	2	2	4	4	1	4	3	1	2	3	2	1	3	4	2	4	1	4	3	4	1	3	2	3	1	4	1	1	3	1	1	3	3	2	4	2	1	4	1	4	3	3	4	2	1	3	1	1	1	3	4	1	4	2	1	1	4	1	4	1	2	3	1	4	3	3	5	1	4	2	3	1	1	1	4	3	9	3	1	4	4	4	2	3	3	2	3	3	4	2	1	2	4	4	1	3	4	0	3	4	4	1	3	3	3	4	4	3	1	3	1	3	2	1	2	4	3	1	1	3	2	1	4	1	1	4	3	1	1
1736	KBS-Mac-58	42.405	-85.398		KBS-Mackay	USA	3	2	3	4	1	2	1	1	2	2	4	1	1	4	2	3	0	1	2	4	2	2	4	4	1	4	3	1	2	1	1	3	3	3	4	2	1	4	1	4	3	3	2	3	3	2	1	1	3	1	1	3	3	2	4	2	1	4	1	4	3	3	4	2	1	3	2	3	3	1	4	1	4	2	1	1	4	1	4	4	2	1	1	4	3	3	0	1	4	2	3	1	1	1	4	3	9	3	1	4	4	4	2	3	1	2	4	3	4	2	1	2	4	4	1	3	4	0	3	4	4	1	3	3	3	4	4	3	1	3	1	3	2	1	1	2	3	3	3	3	2	1	4	1	1	2	3	1	1
1737	KBS-Mac-62	42.405	-85.398		KBS-Mackay	USA	3	2	1	3	1	2	1	1	2	2	4	1	1	4	2	3	0	1	2	4	2	2	4	4	1	4	3	1	2	3	2	1	3	4	2	4	1	4	3	4	1	3	2	3	1	4	1	1	3	1	1	3	3	2	4	2	1	4	1	4	3	3	4	2	1	3	2	3	3	1	4	4	4	2	1	1	4	1	4	1	2	3	1	4	3	3	0	1	4	2	3	1	1	2	4	4	2	4	3	4	4	4	4	3	3	2	3	1	4	3	4	2	4	4	1	3	2	0	2	4	4	1	3	3	3	4	4	3	1	3	1	3	2	1	1	4	3	1	3	3	3	3	4	1	1	2	3	1	1
1738	KBS-Mac-64	42.405	-85.398		KBS-Mackay	USA	3	2	1	3	1	2	1	1	2	2	4	1	1	4	2	3	0	1	2	4	2	2	4	4	1	4	3	1	2	3	2	1	3	4	2	4	1	4	3	4	1	3	2	3	1	4	1	1	3	1	1	3	3	2	4	2	1	4	1	4	3	3	4	2	1	3	2	3	3	1	4	4	4	2	1	1	4	1	4	4	2	1	1	4	3	3	5	1	4	2	3	1	1	1	4	3	9	3	1	4	4	4	2	3	1	2	4	1	4	3	4	2	4	4	1	1	4	0	3	2	4	1	1	4	3	4	3	1	1	3	1	3	2	1	1	2	1	1	1	3	3	3	4	1	1	2	3	1	1
1739	KBS-Mac-68	42.405	-85.398		KBS-Mackay	USA	3	2	1	3	1	2	1	1	2	2	4	1	1	4	2	3	0	1	2	4	2	2	4	4	1	4	3	1	2	3	2	1	3	4	2	4	1	4	3	4	1	3	2	3	1	4	1	1	3	1	1	3	3	2	4	2	1	4	1	4	3	3	4	2	1	3	2	3	3	1	4	1	4	2	1	1	4	1	4	4	2	1	1	4	3	3	0	1	4	2	3	1	1	1	4	3	9	3	1	4	4	4	2	3	1	2	4	3	4	2	1	2	4	4	1	3	4	0	3	4	4	1	3	3	3	4	4	3	1	3	1	3	2	1	1	2	3	3	3	3	3	3	4	1	1	2	3	1	1
1740	KBS-Mac-72	42.405	-85.398		KBS-Mackay	USA	3	2	1	3	1	2	1	1	2	2	4	1	1	4	2	3	0	1	2	4	2	2	4	4	1	4	3	1	2	1	1	3	3	3	4	4	1	4	3	4	1	3	2	3	1	4	1	1	3	1	1	3	3	4	4	4	2	4	1	4	1	3	4	4	1	3	1	1	1	3	4	4	4	2	1	1	4	1	4	1	2	1	1	4	3	3	5	1	4	2	3	1	1	1	4	3	9	4	3	4	4	4	4	3	3	2	3	1	4	3	4	2	4	4	1	3	2	0	2	4	4	1	3	3	3	4	4	3	1	3	1	3	2	1	1	4	3	1	3	3	3	3	4	1	1	2	3	1	1
1741	KBS-Mac-74	42.405	-85.398		KBS-Mackay	USA	3	2	1	3	1	2	1	1	2	2	4	1	1	4	2	3	0	1	2	4	2	2	4	4	1	4	3	1	2	3	2	1	3	4	2	4	1	4	3	4	1	3	2	3	1	4	1	1	3	1	1	3	3	2	4	2	1	4	1	4	3	3	4	2	1	3	2	3	3	1	4	1	4	2	1	1	4	1	4	4	2	1	1	4	3	3	0	1	4	2	3	1	1	1	4	3	9	3	1	4	4	4	2	3	1	2	4	3	4	2	1	2	4	4	1	3	4	4	3	4	4	1	3	3	3	4	4	3	1	3	1	3	2	1	1	2	3	3	3	3	3	3	4	1	1	2	3	1	1
1742	KBS-Mac-73	42.405	-85.398		KBS-Mackay	USA	3	2	3	4	3	2	3	1	2	2	4	1	1	4	2	3	0	2	2	2	2	2	2	2	1	4	2	1	2	1	1	3	3	3	4	2	1	4	1	4	3	3	2	3	3	2	1	1	3	1	1	3	3	2	4	4	2	4	1	4	1	3	4	4	1	3	1	1	1	3	4	4	4	2	1	1	4	1	4	4	2	3	1	4	3	1	0	3	4	2	3	1	1	1	4	3	9	3	1	4	4	4	4	3	3	2	3	1	4	3	4	2	4	4	1	3	2	4	2	4	4	1	3	3	3	4	4	3	1	3	1	3	2	1	2	4	3	1	1	3	2	1	4	1	1	4	3	1	3
1743	KBS-Mac-75	42.405	-85.398		KBS-Mackay	USA	3	2	1	3	1	2	1	1	2	2	4	1	1	4	2	3	0	1	2	4	2	2	4	2	3	4	3	1	0	1	1	3	3	3	0	0	1	4	3	4	1	3	2	3	1	4	1	1	3	1	1	3	3	2	4	4	2	4	1	4	0	3	4	2	1	3	2	3	3	1	4	1	4	2	1	1	4	1	4	4	2	1	1	4	3	3	1	1	4	2	3	1	1	1	4	3	9	3	1	4	4	4	4	3	1	2	3	1	4	3	4	2	4	4	1	3	2	0	3	4	4	3	3	3	3	4	4	3	1	3	1	3	2	1	1	2	3	3	3	3	3	3	4	1	1	2	3	1	1
1744	KBS-Mac-76	42.405	-85.398		KBS-Mackay	USA	3	2	1	3	1	2	1	1	2	2	4	1	1	4	2	3	0	1	2	4	2	2	4	2	3	4	3	1	2	1	1	3	3	3	4	0	1	4	3	4	1	3	2	3	1	4	1	1	3	1	1	3	3	2	4	2	1	4	1	4	3	3	4	2	1	3	2	3	3	1	4	1	4	2	1	1	4	1	4	4	2	1	1	4	3	3	0	1	4	2	3	1	1	1	4	3	9	3	1	4	4	4	4	3	3	2	3	1	4	3	4	2	4	4	1	3	4	0	3	4	4	1	3	3	3	4	4	3	1	3	1	3	2	1	1	4	3	1	1	3	2	1	4	1	1	2	3	1	1
1745	KBS-Mac-78	42.405	-85.398		KBS-Mackay	USA	3	2	1	3	1	2	1	1	2	2	4	1	1	4	2	3	0	1	2	4	2	2	4	4	1	4	3	1	2	3	2	1	3	4	2	4	1	4	3	4	1	3	2	3	1	4	1	1	3	1	1	3	3	2	4	2	1	4	1	4	3	3	4	2	1	3	2	3	3	1	4	4	4	2	1	1	4	1	4	1	2	3	1	4	3	3	5	1	4	2	3	1	1	2	4	4	2	4	3	4	4	4	4	3	3	2	3	1	4	3	4	2	4	4	1	3	2	0	2	4	4	1	3	3	3	4	4	3	1	3	1	3	2	1	1	4	3	1	3	3	3	3	4	1	1	2	3	1	1
1746	KBS-Mac-79	42.405	-85.398		KBS-Mackay	USA	3	2	1	3	1	2	1	1	2	2	4	1	1	4	2	3	0	1	2	4	2	2	4	4	1	4	3	1	2	3	2	1	3	4	2	4	1	4	3	4	1	3	2	3	1	4	1	1	3	1	1	3	3	2	4	2	1	4	1	4	3	3	4	2	1	3	2	3	3	1	4	1	4	2	1	1	4	1	4	4	2	1	1	4	3	3	5	1	4	2	3	1	1	1	4	3	9	3	1	4	4	4	2	3	3	2	3	3	4	2	1	2	4	4	1	3	4	0	3	4	4	1	3	3	3	4	4	3	1	3	1	3	2	1	1	2	3	3	3	3	3	3	4	1	1	2	3	1	1
1747	KBS-Mac-80	42.405	-85.398		KBS-Mackay	USA	3	2	1	3	1	2	1	1	2	2	4	1	1	4	2	3	0	1	2	4	2	2	4	4	1	4	3	1	2	3	2	1	3	4	2	4	1	4	3	4	1	3	2	3	1	4	1	1	3	1	1	3	3	2	4	2	1	4	1	4	3	3	4	2	1	3	2	3	3	1	4	1	4	2	1	1	4	1	4	4	2	1	1	4	3	3	0	1	4	2	3	1	1	1	4	3	9	3	1	4	4	4	2	3	3	2	3	3	4	2	1	2	4	4	1	3	4	4	3	4	4	1	3	3	3	4	4	3	1	3	1	3	2	1	1	2	3	3	3	3	3	3	4	1	1	2	3	1	1
1748	KBS-Mac-86	42.405	-85.398		KBS-Mackay	USA	3	2	1	3	1	2	1	1	2	2	4	1	1	4	2	3	0	1	2	4	2	2	4	4	1	4	3	1	0	3	2	1	3	4	0	4	1	4	3	4	1	3	2	3	1	4	1	1	3	1	1	3	3	2	4	2	1	4	1	4	0	3	4	2	1	3	1	1	1	3	4	1	4	2	1	1	4	1	4	1	2	3	1	4	3	3	1	1	4	2	3	1	1	1	4	3	9	3	1	4	4	4	2	3	3	2	3	3	4	2	1	2	4	4	1	3	4	0	3	4	4	1	3	3	3	4	4	3	1	3	1	3	2	1	2	4	3	1	1	3	2	1	4	1	1	4	3	1	1
1749	KBS-Mac-88	42.405	-85.398		KBS-Mackay	USA	3	2	1	3	1	2	1	1	2	2	4	1	1	4	2	3	0	1	2	4	2	2	4	4	1	4	2	1	2	1	1	1	3	4	2	4	1	4	3	4	1	3	2	3	1	4	1	1	3	1	1	3	3	2	4	2	1	4	1	4	3	3	4	2	1	3	2	1	1	6	4	1	4	2	1	1	4	1	4	4	2	1	1	4	3	3	0	1	4	2	3	1	1	1	4	4	4	4	3	4	4	1	4	2	1	2	3	1	4	3	4	2	4	4	1	3	4	0	3	2	4	1	3	3	3	4	4	3	1	3	1	3	2	1	1	2	3	3	3	3	3	3	4	1	3	4	3	1	1
1750	KBS-Mac-89	42.405	-85.398		KBS-Mackay	USA	3	2	1	3	1	2	1	1	2	2	4	1	1	4	2	3	0	1	2	4	2	2	4	4	1	4	3	1	2	3	2	1	3	4	2	4	1	4	1	4	3	3	2	3	3	2	1	1	3	1	1	3	3	2	4	2	1	4	1	4	3	3	4	2	1	3	2	3	3	1	4	4	4	2	1	1	4	1	4	4	2	1	1	4	3	1	0	3	4	2	3	1	1	1	4	4	2	4	3	4	4	4	4	3	1	2	3	1	4	3	4	2	4	4	1	3	2	4	2	4	4	3	3	3	3	4	4	3	1	3	1	3	2	1	1	2	3	3	3	3	3	3	4	1	1	2	3	1	1
1751	KBS-Mac-91	42.405	-85.398		KBS-Mackay	USA	3	2	1	3	1	2	1	1	2	2	4	1	1	4	2	3	0	1	2	4	1	2	2	2	3	4	2	1	0	1	1	1	3	3	2	0	1	4	1	2	3	3	3	3	1	2	0	1	3	1	3	3	3	2	4	2	1	4	1	4	0	3	4	4	2	3	1	3	3	1	4	1	4	2	1	1	4	1	4	4	2	0	1	0	3	3	0	1	4	2	3	1	1	1	4	3	9	3	1	4	4	4	2	3	1	0	4	3	4	2	1	2	0	4	1	3	4	4	3	4	4	1	0	3	3	4	4	3	1	1	1	3	2	1	2	2	1	1	1	4	2	3	4	1	3	4	3	1	3
1752	KBS-Mac-95	42.405	-85.398		KBS-Mackay	USA	3	2	3	4	3	2	1	1	2	2	4	1	1	4	2	3	0	1	2	4	2	2	4	4	1	4	3	1	2	3	2	1	3	3	4	2	1	4	1	4	3	3	2	3	3	2	1	1	3	1	1	3	3	2	4	2	1	4	1	4	3	3	4	2	1	3	2	3	3	1	4	4	4	2	1	1	4	1	4	1	2	3	1	4	3	3	0	3	4	2	3	1	1	2	4	4	2	4	3	4	4	4	4	3	3	2	3	1	4	3	4	2	4	4	1	3	2	0	2	4	4	1	3	3	3	4	4	3	1	3	1	3	2	1	1	2	3	3	3	3	3	3	4	1	1	4	3	1	3
1753	KBS-Mac-96	42.405	-85.398		KBS-Mackay	USA	3	2	3	4	3	2	1	1	2	2	4	1	1	4	2	3	0	1	2	4	2	2	4	4	1	4	3	1	2	3	2	1	3	3	4	2	1	4	1	4	3	3	2	3	3	2	1	1	3	1	1	3	3	2	4	2	1	4	1	4	3	3	4	2	1	3	2	3	3	1	4	4	4	2	1	1	4	1	4	1	2	3	1	4	3	0	0	3	2	2	1	1	1	2	2	3	2	4	1	4	2	1	2	3	3	4	3	1	4	3	4	2	4	4	1	3	2	0	2	4	4	1	3	3	3	4	4	3	1	3	1	3	2	1	1	2	3	3	3	3	3	3	4	1	1	4	3	1	3
