strain	nativename	AtMSQTsnp 2	AtMSQTsnp 4	AtMSQTsnp 8	AtMSQTsnp 9	AtMSQTsnp 10	AtMSQTsnp 11	AtMSQTsnp 12	AtMSQTsnp 14	AtMSQTsnp 15	AtMSQTsnp 18	AtMSQTsnp 21	AtMSQTsnp 22	AtMSQTsnp 27	AtMSQTsnp 29	AtMSQTsnp 30	AtMSQTsnp 31	AtMSQTsnp 38	AtMSQTsnp 40	AtMSQTsnp 41	AtMSQTsnp 47	AtMSQTsnp 48	AtMSQTsnp 49	AtMSQTsnp 53	AtMSQTsnp 54	AtMSQTsnp 57	AtMSQTsnp 58	AtMSQTsnp 60	AtMSQTsnp 62	AtMSQTsnp 63	AtMSQTsnp 65	AtMSQTsnp 67	AtMSQTsnp 69	AtMSQTsnp 76	AtMSQTsnp 85	AtMSQTsnp 87	AtMSQTsnp 88	AtMSQTsnp 90	AtMSQTsnp 91	AtMSQTsnp 92	AtMSQTsnp 97	AtMSQTsnp 100	AtMSQTsnp 101	AtMSQTsnp 104	AtMSQTsnp 108	AtMSQTsnp 114	AtMSQTsnp 118	AtMSQTsnp 123	AtMSQTsnp 126	AtMSQTsnp 128	AtMSQTsnp 129	AtMSQTsnp 130	AtMSQTsnp 132	AtMSQTsnp 140	AtMSQTsnp 142	AtMSQTsnp 143	AtMSQTsnp 145	AtMSQTsnp 155	AtMSQTsnp 156	AtMSQTsnp 159	AtMSQTsnp 164	AtMSQTsnp 169	AtMSQTsnp 170	AtMSQTsnp 173	AtMSQTsnp 174	AtMSQTsnp 177	AtMSQTsnp 184	AtMSQTsnp 186	AtMSQTsnp 187	AtMSQTsnp 188	AtMSQTsnp 189	AtMSQTsnp 191	AtMSQTsnp 194	AtMSQTsnp 197	AtMSQTsnp 198	AtMSQTsnp 203	AtMSQTsnp 205	AtMSQTsnp 214	AtMSQTsnp 220	AtMSQTsnp 222	AtMSQTsnp 223	AtMSQTsnp 231	AtMSQTsnp 235	AtMSQTsnp 237	AtMSQTsnp 242	AtMSQTsnp 244	AtMSQTsnp 249	AtMSQTsnp 254	AtMSQTsnp 260	AtMSQTsnp 266	AtMSQTsnp 274	AtMSQTsnp 278	AtMSQTsnp 279	AtMSQTsnp 281	AtMSQTsnp 282	AtMSQTsnp 285	AtMSQTsnp 286	AtMSQTsnp 288	AtMSQTsnp 292	AtMSQTsnp 294	AtMSQTsnp 300	AtMSQTsnp 304	AtMSQTsnp 306	AtMSQTsnp 307	AtMSQTsnp 310	AtMSQTsnp 312	AtMSQTsnp 315	AtMSQTsnp 321	AtMSQTsnp 323	AtMSQTsnp 325	AtMSQTsnp 331	AtMSQTsnp 334	AtMSQTsnp 343	AtMSQTsnp 350	AtMSQTsnp 351	AtMSQTsnp 355	AtMSQTsnp 358	AtMSQTsnp 359	AtMSQTsnp 360	AtMSQTsnp 361	AtMSQTsnp 368	AtMSQTsnp 370	AtMSQTsnp 372	AtMSQTsnp 373	AtMSQTsnp 378	AtMSQTsnp 379	AtMSQTsnp 388	AtMSQTsnp 390	AtMSQTsnp 392	AtMSQTsnp 394	AtMSQTsnp 395	AtMSQTsnp 397	AtMSQTsnp 398	AtMSQTsnp 399	AtMSQTsnp 404	AtMSQTsnp 406	AtMSQTsnp 408	AtMSQTsnp 409	AtMSQTsnp 410	AtMSQTsnp 412	AtMSQTsnp 415
5364	UKNW06-019	1	0	3	0	3	0	0	1	2	2	9	0	3	0	2	3	1	2	2	2	0	4	0	1	4	2	1	1	2	1	1	3	2	4	2	3	4	1	1	0	3	1	0	0	1	3	1	1	3	3	2	4	1	2	0	4	1	2	4	2	4	1	0	3	3	4	1	1	2	3	1	0	1	4	1	4	0	1	0	0	3	1	2	2	1	0	2	0	4	0	0	4	0	0	4	3	3	0	0	1	4	2	1	2	0	4	2	0	0	3	4	2	3	0	0	0	4	3	1	1	3	0	1	2	3	1	0	3	1	0	3	0	0	4	1	3	2	1	1	1
5369	UKNW06-033	3	2	1	3	3	4	3	4	4	2	2	3	1	4	4	3	2	2	2	1	2	4	4	1	4	2	4	1	2	3	1	4	2	1	2	3	2	1	1	2	3	1	4	1	3	3	3	3	3	3	4	4	2	4	2	2	1	2	4	2	4	2	3	3	3	4	1	1	4	3	1	4	3	4	4	4	1	3	3	1	1	1	4	2	3	1	1	1	3	0	3	2	4	4	4	2	1	2	4	1	4	2	1	1	4	4	2	3	4	2	2	2	3	3	4	3	4	0	1	3	3	0	3	2	3	0	4	3	1	3	4	3	1	2	1	1	2	1	1	1
5373	UKNW06-040	3	1	1	0	1	2	3	4	2	3	2	1	1	1	2	3	2	2	4	1	2	2	2	3	4	2	1	1	2	3	3	4	2	4	2	3	4	1	1	3	3	3	4	3	1	1	1	3	3	3	2	4	1	4	1	4	3	4	4	2	3	1	3	3	3	4	4	1	2	1	1	4	1	4	1	2	1	1	3	1	3	3	2	2	1	1	2	1	4	0	3	4	2	4	4	3	1	4	3	3	4	2	1	2	0	1	1	3	4	2	2	2	3	1	4	1	3	3	3	3	3	0	3	3	3	0	2	3	3	3	3	3	3	2	1	1	2	1	1	1
5378	UKNW06-054	1	1	1	0	1	4	3	4	4	2	0	3	1	1	2	3	1	2	4	2	2	4	2	3	4	2	1	3	2	1	1	4	4	1	4	3	2	1	1	3	3	3	4	1	1	3	3	3	3	3	4	2	2	2	1	2	3	4	2	2	4	1	3	3	3	4	4	1	4	1	2	4	1	4	1	4	1	3	3	1	1	3	2	2	3	1	2	1	3	0	3	4	2	1	4	2	1	2	3	1	4	3	1	1	2	1	2	3	2	3	4	2	3	3	4	3	4	3	1	1	3	0	3	3	1	1	2	3	1	1	4	2	1	4	1	1	2	3	1	1
5380	UKNW06-059	1	2	1	3	3	2	3	4	2	3	2	3	3	1	2	4	2	3	2	1	4	2	4	1	4	3	1	1	1	3	1	3	4	4	2	3	4	1	3	3	3	3	2	1	1	3	1	3	3	3	2	2	2	2	1	4	1	2	4	2	3	1	3	3	3	4	4	1	2	1	1	1	1	4	1	2	3	3	4	3	3	1	2	2	1	1	2	1	4	0	1	4	4	4	2	3	3	2	3	3	4	3	1	1	4	4	2	3	2	3	4	4	1	3	4	3	3	4	1	1	1	1	3	2	1	2	4	3	1	1	3	3	1	2	1	1	2	1	1	1
5381	UKNW06-060	1	1	3	0	3	2	1	4	4	2	4	3	1	1	2	3	1	2	4	1	4	4	2	1	4	2	1	1	2	1	3	4	2	4	2	3	4	3	3	3	3	1	2	1	1	3	3	3	3	3	2	2	2	4	1	2	3	4	4	1	4	1	1	3	3	1	4	1	4	1	1	4	1	4	4	4	3	3	3	3	1	1	2	2	3	1	1	2	3	0	3	2	4	4	4	2	3	2	3	1	4	3	1	1	4	1	2	3	4	2	4	2	3	1	4	3	4	3	1	3	1	1	3	3	3	2	2	3	3	1	3	3	1	2	1	1	2	1	1	1
5382	UKNW06-067	1	1	3	0	3	2	1	4	4	2	4	3	1	1	2	3	1	2	4	1	4	4	2	1	4	2	1	1	2	1	3	4	2	4	2	3	4	3	3	3	3	1	2	0	1	3	3	3	3	3	2	2	2	4	1	2	3	4	4	1	4	1	1	3	3	1	4	1	4	1	1	4	1	4	4	4	3	3	3	3	1	1	2	2	3	1	1	0	3	0	3	2	4	4	4	2	3	2	3	1	4	3	1	1	4	1	2	3	4	2	4	2	3	1	4	3	4	0	1	3	1	1	1	3	3	2	2	3	3	1	3	3	1	2	1	1	2	1	1	1
5390	UKNW06-085	3	2	3	0	1	2	1	4	2	2	2	3	1	4	4	4	1	2	4	1	2	4	4	3	4	2	4	3	2	1	1	4	2	1	2	3	2	1	3	2	3	3	4	1	3	1	1	3	4	1	4	4	2	2	2	2	1	2	4	2	4	1	1	3	3	4	4	1	4	3	1	4	3	4	4	2	1	3	3	3	1	3	2	2	3	1	2	2	3	0	3	4	2	4	4	2	1	4	4	1	4	2	4	2	4	4	2	3	2	2	2	2	1	1	3	3	4	3	1	3	3	0	3	2	3	2	4	3	1	1	3	3	1	4	1	1	2	3	1	1
5391	UKNW06-086	3	2	1	4	1	4	3	4	4	2	2	3	1	4	4	3	2	3	2	1	2	4	4	0	4	2	1	1	2	1	1	4	4	4	2	3	4	1	3	2	3	3	2	1	1	3	3	3	3	3	4	4	1	2	2	2	3	4	2	2	4	2	1	3	3	4	1	1	2	3	1	4	3	2	4	2	1	1	3	3	1	3	4	2	3	1	2	2	3	3	3	2	2	1	4	2	3	4	4	1	2	2	1	2	2	4	2	3	4	2	4	2	3	1	3	3	4	0	1	3	1	1	3	3	1	1	2	3	1	1	3	3	3	2	3	1	2	1	1	3
5394	UKNW06-101	3	5	6	0	3	9	3	7	9	2	4	1	1	1	4	4	1	2	2	2	4	4	4	3	4	3	1	1	1	3	3	4	4	1	2	3	4	1	3	3	3	1	9	0	6	3	1	3	4	3	4	4	1	4	1	2	3	4	4	2	4	0	1	3	3	4	7	1	9	3	1	1	6	9	4	4	3	1	3	3	0	3	4	0	6	6	1	1	3	0	3	2	2	4	2	2	3	4	0	1	4	2	4	0	9	1	2	3	4	2	2	2	3	1	10	6	4	0	1	6	1	0	1	0	3	0	2	6	6	6	10	0	6	9	6	6	9	6	0	1
5395	UKNW06-102	3	1	3	0	3	0	3	7	0	2	4	0	1	1	4	4	1	2	2	0	4	4	4	0	4	0	1	1	0	3	3	4	0	1	2	3	9	1	3	3	3	1	0	0	0	3	0	3	10	3	4	4	5	4	1	2	1	2	0	2	4	0	6	6	3	4	0	1	4	3	1	1	3	9	4	4	3	0	3	3	0	3	4	0	3	1	1	0	0	0	3	2	0	4	0	2	3	4	10	1	0	2	0	0	9	0	2	3	4	2	0	2	3	1	0	3	4	0	1	0	1	0	6	0	0	0	2	3	0	0	0	8	0	9	1	6	9	6	0	0
5396	UKNW06-103	3	1	3	0	3	0	3	0	0	2	4	0	1	1	4	4	1	2	0	0	0	4	4	6	0	0	1	1	0	3	0	4	0	1	2	3	9	1	3	0	3	3	0	0	3	0	3	3	0	3	4	4	1	0	1	2	0	9	9	2	4	0	1	3	3	0	1	1	4	3	1	1	3	9	4	0	3	6	3	3	0	3	4	2	3	6	0	0	0	0	3	2	2	4	0	2	3	4	0	1	0	2	7	0	9	0	2	3	9	2	0	2	6	0	0	0	4	0	1	0	1	0	0	0	0	0	2	3	0	0	0	8	0	9	1	0	9	6	0	0
5397	UKNW06-104	3	5	0	0	3	2	3	0	2	8	4	0	1	1	0	4	1	2	0	1	0	0	9	0	0	0	1	1	0	3	0	4	0	1	2	3	0	1	3	0	3	3	2	3	3	0	1	3	4	0	4	4	0	4	1	2	0	0	9	2	4	0	1	3	3	4	4	1	9	3	1	1	6	0	4	0	3	3	3	3	0	3	4	0	6	3	1	1	0	0	3	0	2	4	4	2	3	9	0	1	9	2	1	0	9	0	0	3	0	2	0	2	6	3	4	0	4	0	1	0	1	0	0	0	0	0	2	0	6	0	0	2	0	2	3	1	2	0	0	0
5398	UKNW06-105	3	2	1	0	3	2	3	1	4	2	4	1	1	1	4	4	1	2	2	2	4	4	4	3	4	3	1	1	1	3	3	4	4	1	2	3	4	1	3	8	3	6	9	6	3	3	1	3	10	3	4	4	5	4	1	2	6	9	9	2	4	1	1	3	3	4	1	1	4	3	1	1	3	4	4	4	3	1	3	3	0	3	4	2	3	3	1	1	4	3	3	2	2	4	2	2	3	4	3	1	4	2	4	2	0	1	2	3	9	2	9	2	6	6	10	6	4	0	1	1	1	0	3	8	3	2	2	6	6	6	10	0	6	2	3	1	2	1	0	1
5399	UKNW06-111	3	5	6	0	3	2	3	7	0	8	0	3	1	7	4	10	5	2	4	0	0	9	4	0	9	2	1	0	0	6	3	0	2	1	9	3	4	1	6	8	3	3	2	0	0	0	6	3	10	0	4	4	5	2	2	2	0	9	2	2	0	0	1	3	3	0	0	1	9	0	1	0	3	0	0	2	0	3	10	3	0	6	9	2	3	6	0	0	0	10	6	4	9	7	4	2	3	0	10	1	9	2	1	0	0	4	5	6	4	0	4	2	6	1	0	6	4	0	1	6	6	0	3	0	1	5	2	3	6	1	4	0	1	2	1	1	2	6	0	6
5405	UKNW06-117	3	1	3	0	3	2	3	4	4	2	4	3	1	1	4	4	0	2	4	1	2	4	4	1	4	2	1	1	2	1	1	4	2	1	2	3	2	1	3	3	3	1	4	3	1	1	1	3	4	0	4	4	1	2	1	2	1	2	2	2	3	1	1	3	3	1	4	1	4	1	1	4	3	2	1	4	3	1	3	3	0	3	4	2	3	1	2	2	4	4	3	4	4	4	4	2	3	2	4	1	2	2	1	2	2	4	2	3	4	2	0	2	3	1	3	3	4	0	1	1	1	0	3	3	1	1	2	3	1	1	3	3	3	2	3	1	2	1	0	3
5412	UKNW06-124	3	1	3	0	3	2	3	4	4	2	2	3	1	1	4	4	2	0	4	1	2	0	4	1	0	2	1	1	2	1	3	3	2	1	2	3	4	1	3	3	3	0	2	1	3	0	1	0	4	1	4	4	0	0	2	2	1	2	2	2	3	1	1	3	3	1	4	1	4	1	1	4	3	2	1	2	1	1	3	3	0	3	4	0	3	1	2	2	3	3	3	4	4	4	4	2	3	4	3	1	2	2	1	1	0	4	1	3	4	3	0	2	3	1	3	3	4	0	1	1	0	0	3	0	1	1	2	3	1	1	4	2	1	2	1	1	2	3	0	3
5415	UKNW06-127	3	1	3	0	3	2	3	4	0	2	0	3	1	1	4	4	0	2	4	1	2	4	4	1	0	2	1	1	2	1	1	4	2	1	2	3	2	1	3	3	3	1	4	3	1	1	1	3	0	0	4	4	1	2	0	2	1	2	2	2	0	0	1	3	3	1	4	1	4	0	1	4	3	2	1	4	3	6	3	3	0	3	0	2	3	1	2	2	4	4	3	4	4	4	4	2	3	2	4	1	0	2	1	0	2	4	2	0	4	2	4	2	3	1	3	3	4	0	1	1	1	0	3	0	1	1	2	3	0	1	3	3	3	2	3	1	2	1	0	3
5419	UKNW06-131	3	0	1	0	3	2	3	1	2	3	2	3	1	4	4	3	2	0	4	2	2	2	4	1	9	2	1	3	2	3	3	4	2	1	4	3	4	1	1	2	3	3	2	0	1	0	3	3	3	3	4	4	0	2	2	2	3	4	2	2	4	0	1	3	3	4	1	1	2	3	1	1	3	2	4	2	3	3	4	3	0	1	2	0	3	3	2	2	4	0	1	4	2	1	4	2	3	0	10	1	4	2	1	0	9	4	0	1	4	2	0	2	1	1	3	1	4	0	1	3	3	0	3	0	1	5	2	3	3	1	4	3	1	2	1	1	2	0	0	1
5420	UKNW06-132	3	0	1	3	3	2	3	1	2	3	2	3	1	4	4	3	2	2	4	2	2	2	4	1	2	2	1	3	2	3	3	4	2	1	4	3	0	1	1	2	3	3	2	0	1	3	3	3	3	3	4	4	1	2	2	2	3	4	2	2	4	2	1	3	3	4	1	1	2	3	1	1	3	2	4	2	3	3	4	3	0	1	0	2	3	3	2	2	4	4	0	4	0	1	4	2	3	2	10	1	4	2	1	1	9	4	2	1	4	2	0	2	1	1	3	1	4	0	1	3	3	0	6	2	1	2	2	3	3	1	4	3	1	2	1	1	2	1	0	1
5421	UKNW06-133	3	0	6	0	3	2	3	7	9	8	0	3	1	7	4	10	0	2	4	1	2	9	4	1	9	2	1	6	2	6	6	4	2	1	9	3	2	1	0	8	3	6	9	0	1	6	6	3	10	6	4	4	1	2	5	2	0	9	2	2	10	5	1	3	3	0	7	1	9	6	1	7	3	0	7	9	3	0	0	3	0	6	9	0	3	6	2	2	4	4	0	4	0	7	4	2	3	2	0	1	9	2	1	5	9	4	2	6	4	2	4	2	6	1	3	0	4	10	1	6	0	0	3	8	1	0	2	3	6	0	10	0	6	2	6	1	2	1	0	6
5425	UKNW06-137	3	1	3	0	3	2	3	4	4	2	9	3	1	1	4	4	2	0	4	1	2	4	4	0	4	2	1	1	2	1	1	4	2	1	2	3	2	1	3	3	3	1	4	3	1	1	1	3	4	1	4	4	1	2	1	2	1	2	2	2	0	1	1	3	3	1	4	1	4	1	1	4	3	2	1	4	3	1	3	3	0	3	4	2	3	1	2	2	4	0	3	4	4	4	4	2	3	2	4	1	2	2	1	2	0	4	2	3	4	2	4	2	3	1	3	3	4	0	1	1	1	0	3	0	1	1	2	3	1	1	3	3	3	2	3	1	2	1	0	3
5427	UKNW06-143	3	5	0	0	3	2	3	0	2	0	2	3	1	4	4	3	2	2	4	0	2	2	4	1	9	2	1	3	2	0	3	4	2	1	0	3	9	1	0	0	3	3	2	0	1	0	3	3	3	3	4	4	1	2	2	2	3	0	2	2	4	0	1	3	3	0	1	1	0	3	1	1	3	2	4	2	3	3	0	3	0	0	0	2	3	0	2	2	4	4	6	4	0	1	4	2	3	0	10	1	0	2	1	0	9	4	2	0	4	2	0	2	0	1	3	0	4	0	1	3	3	0	3	2	1	0	2	3	0	1	4	0	1	2	1	1	2	1	0	0
5433	UKNW06-152	0	0	1	0	6	0	0	0	2	3	2	3	0	7	2	10	1	2	9	0	0	9	4	1	9	0	1	6	2	0	0	10	9	1	9	3	4	0	0	2	3	3	2	0	0	6	6	3	3	6	4	4	1	2	2	2	3	4	9	2	4	2	6	3	0	4	1	1	2	3	1	1	3	2	4	9	1	3	4	3	0	1	2	2	6	3	2	0	4	0	0	4	0	1	4	2	0	0	10	1	4	0	7	0	0	4	0	1	9	8	4	2	6	0	0	0	4	0	1	3	6	0	1	2	1	0	2	3	3	0	4	2	1	2	0	0	0	1	0	0
5434	UKNW06-155	3	0	6	0	3	0	0	0	9	8	9	6	0	4	4	3	1	0	9	1	0	9	9	1	9	0	1	6	0	3	3	4	9	7	4	3	2	0	0	8	3	3	2	0	3	6	6	3	3	3	4	4	1	2	5	2	3	4	2	5	10	0	6	0	3	7	1	1	2	3	1	7	3	9	4	9	1	3	10	3	0	6	9	0	6	6	2	0	4	4	0	4	2	1	4	8	0	2	10	1	4	0	1	0	9	4	0	1	0	2	0	2	0	1	4	0	4	0	6	3	0	0	3	2	1	0	2	3	3	0	4	8	1	2	0	1	2	1	0	0
5450	UKNW06-178	1	1	1	0	3	4	1	4	2	3	4	3	3	4	2	4	1	3	4	1	4	4	2	3	0	3	4	1	2	3	3	3	2	1	2	3	2	1	3	3	3	1	2	3	3	1	1	3	3	1	4	4	1	4	2	2	0	4	4	2	4	0	3	3	1	4	1	1	4	3	1	1	1	4	1	4	3	1	4	3	0	1	4	2	1	3	1	2	4	4	3	4	4	1	4	3	1	4	4	3	4	3	4	2	0	4	1	3	4	3	2	2	1	3	3	3	3	0	3	3	3	0	1	2	1	2	4	3	3	3	3	2	1	2	1	3	4	1	0	3
5452	UKNW06-180	1	1	1	3	0	4	0	4	2	3	4	3	0	4	2	3	5	3	4	1	4	0	4	0	9	2	0	6	2	0	3	0	2	0	0	6	2	0	0	2	3	0	0	3	3	0	1	3	0	3	4	4	1	2	2	2	1	2	2	2	4	0	0	0	0	1	1	1	9	3	1	4	0	4	4	4	1	6	3	0	0	0	2	2	6	3	2	1	4	0	3	4	0	0	4	0	3	2	0	0	4	3	0	5	9	4	2	0	2	3	0	2	1	3	0	0	0	0	3	3	3	0	1	2	1	2	2	3	0	0	0	8	1	2	1	0	0	1	0	3
5459	UKNW06-194	1	1	1	0	1	4	0	4	2	3	4	3	3	4	2	3	0	3	4	0	4	4	4	3	2	2	4	1	2	1	3	3	2	4	2	1	2	3	3	2	3	1	2	0	3	1	1	3	4	3	4	4	1	2	2	2	0	2	2	2	4	0	3	3	1	1	1	1	4	3	1	4	3	4	4	4	1	1	3	0	0	1	2	2	1	3	2	1	4	0	3	4	4	4	4	3	3	2	3	3	4	3	4	2	0	4	2	3	2	3	0	2	1	3	3	3	3	0	3	3	3	0	1	2	1	2	2	3	3	3	3	3	1	2	1	3	4	1	0	3
5460	UKNW06-195	1	1	1	3	1	4	1	4	2	3	4	3	0	4	2	3	0	3	4	1	4	4	4	3	9	2	4	1	2	1	3	3	2	4	2	1	2	3	3	2	3	0	2	3	3	1	1	3	4	3	4	4	1	2	2	2	1	2	2	2	4	2	0	3	1	1	1	1	4	3	1	4	3	4	4	4	1	1	3	3	0	1	2	2	0	3	2	1	4	3	3	4	4	4	4	3	3	2	0	3	4	3	4	2	0	4	2	3	2	3	4	2	1	3	3	3	3	0	3	3	3	0	1	2	1	2	2	3	3	3	3	0	1	2	1	3	0	1	1	3
5461	UKNW06-197	0	1	6	0	6	9	0	4	9	8	4	3	1	1	0	10	0	0	4	1	9	0	0	0	0	0	0	1	2	0	1	10	2	0	2	3	2	6	3	8	3	0	4	3	6	0	1	3	4	6	4	4	1	2	5	2	0	0	0	2	0	5	1	6	0	0	7	1	9	6	1	4	0	9	0	4	6	1	0	0	0	6	9	0	6	0	0	5	0	4	3	4	0	4	4	2	3	2	0	0	9	0	7	0	9	4	2	6	9	8	9	2	6	6	10	0	10	0	0	6	0	0	0	0	1	1	2	3	1	6	0	8	6	2	3	1	9	1	1	3
5464	UKNW06-200	1	1	1	3	1	4	1	4	2	3	4	3	6	1	2	10	1	0	9	1	4	0	0	0	0	3	0	1	2	0	1	3	4	0	2	3	0	3	3	2	3	0	9	3	3	1	1	3	3	6	4	4	1	2	2	2	3	4	4	2	4	2	0	6	1	4	1	1	2	3	1	0	0	9	4	4	1	0	4	6	0	1	2	2	0	3	0	1	0	0	3	4	0	0	4	2	6	9	3	6	4	3	4	5	9	4	0	1	2	3	0	0	6	3	4	0	10	0	0	3	0	0	1	2	1	1	2	3	6	3	4	2	1	2	3	0	4	1	0	3
5465	UKNW06-201	1	1	1	3	1	4	1	4	2	3	4	3	3	1	2	4	1	0	0	1	4	4	4	1	0	3	1	1	2	1	1	3	4	1	2	3	4	3	3	2	3	3	2	3	3	1	1	3	3	6	4	4	1	2	2	2	3	4	4	2	4	2	3	0	1	4	1	1	2	3	1	1	3	0	4	4	1	6	4	0	0	1	2	0	0	3	2	1	4	0	3	4	4	1	4	2	1	4	3	0	4	3	4	2	0	4	1	1	2	3	0	2	3	3	4	3	4	0	1	3	1	0	1	2	1	1	2	3	0	3	4	2	1	2	3	3	4	1	0	3
5467	UKNW06-203	1	1	1	0	1	4	1	4	2	3	9	3	3	1	2	4	1	2	2	1	4	4	4	0	4	3	1	1	2	1	1	3	4	1	2	3	4	3	3	2	3	3	2	0	3	1	1	3	3	1	4	4	1	2	2	2	3	4	4	2	4	0	3	3	1	4	1	1	2	3	1	1	3	2	4	4	1	6	4	3	0	1	2	2	1	3	2	1	4	3	3	4	4	1	4	2	1	4	0	1	4	3	4	0	0	4	1	1	2	3	0	2	3	3	4	3	4	0	1	3	1	0	1	2	1	0	2	3	3	3	4	2	1	2	3	3	4	1	0	3
5469	UKNW06-210	3	1	1	4	1	2	1	4	4	2	0	3	1	4	2	3	1	2	2	1	2	4	4	1	4	2	1	3	2	3	1	4	4	1	4	3	4	1	1	2	3	3	4	3	3	3	1	3	4	1	4	4	1	2	2	2	1	2	4	2	3	1	1	3	3	4	1	1	2	3	1	4	1	4	4	4	3	1	3	3	0	3	0	2	3	1	2	1	3	3	3	4	4	1	2	2	3	2	3	1	4	2	1	1	2	1	2	3	2	3	4	2	1	1	3	1	4	4	1	1	1	0	1	3	3	0	2	3	3	1	3	2	1	2	1	1	2	1	0	1
5470	UKNW06-212	1	1	1	3	1	4	1	4	2	0	4	3	1	0	2	3	5	3	4	1	4	0	0	0	0	3	4	0	2	3	1	3	0	7	2	3	4	0	3	2	3	0	4	3	3	0	1	3	10	3	4	4	1	2	2	2	3	4	0	2	10	2	6	1	0	4	1	1	2	3	1	4	0	0	4	4	1	0	0	6	0	0	0	2	6	3	0	1	3	0	3	4	2	0	4	2	3	2	3	3	4	3	0	0	0	4	2	1	0	3	0	0	1	3	4	1	0	10	0	0	3	0	1	2	1	1	9	3	0	0	4	2	1	2	3	1	0	1	0	3
5473	UKNW06-220	1	1	1	0	1	4	0	4	2	3	4	3	1	1	2	3	0	3	4	1	4	2	2	3	4	3	4	1	2	3	1	3	4	4	2	3	4	3	3	2	3	1	4	3	3	1	1	3	0	3	4	4	1	2	2	2	3	4	4	2	0	2	0	1	1	4	1	1	2	3	1	4	1	4	4	4	1	1	4	1	0	1	2	2	0	3	1	1	3	0	3	4	2	4	4	2	3	2	3	3	4	3	4	1	9	4	2	1	2	3	0	4	1	3	4	1	3	0	3	3	3	0	1	2	1	1	4	3	1	3	4	2	1	2	3	1	4	1	0	3
5477	UKNW06-224	1	1	1	0	0	4	0	4	2	0	4	0	1	1	0	3	5	3	4	1	4	2	0	3	4	3	0	1	2	3	0	3	4	7	2	3	4	0	3	2	3	1	4	3	0	0	0	3	0	3	4	4	0	2	2	2	3	0	0	2	0	0	3	1	0	4	1	1	2	3	1	4	0	4	4	4	1	1	4	1	0	0	0	2	6	3	1	1	3	0	3	4	2	4	4	2	3	2	3	3	4	3	4	1	0	0	2	1	0	0	2	4	0	3	0	0	3	0	3	0	3	0	1	2	1	1	9	3	1	3	0	2	1	9	0	0	4	6	0	3
5486	UKNW06-233	3	2	1	3	3	9	3	4	0	2	4	3	6	4	4	4	1	2	2	5	2	9	9	1	4	8	1	1	5	6	3	3	2	1	4	1	4	3	3	2	3	3	2	0	0	6	3	1	3	3	4	4	1	2	1	2	1	2	2	1	3	0	1	1	3	1	4	1	2	1	2	1	1	4	1	2	3	0	4	1	3	1	2	4	1	6	5	5	3	4	1	4	2	4	4	3	1	4	3	1	4	3	1	1	0	1	1	3	2	3	2	4	1	3	4	1	10	0	3	3	1	3	1	2	1	5	2	6	1	1	3	3	6	0	1	1	2	3	1	1
5494	UKNW06-259	3	0	1	0	3	2	3	4	2	3	4	3	1	1	2	4	1	2	2	1	2	2	2	1	4	2	1	1	2	3	1	4	4	1	2	3	4	1	3	2	3	3	2	0	3	3	1	3	4	3	4	4	1	4	1	2	3	4	4	2	4	1	1	3	3	4	4	1	2	3	1	1	1	2	4	2	3	3	3	3	0	3	4	4	1	3	1	1	4	0	3	4	2	4	4	2	3	2	3	1	4	2	1	1	2	1	2	3	2	2	0	2	1	3	4	1	4	0	1	3	1	0	1	3	3	2	2	1	3	1	4	2	3	2	3	1	2	1	0	1
5510	UKNW06-291	1	1	1	3	1	4	1	4	2	2	4	3	3	4	2	3	2	2	2	1	4	4	2	6	4	2	4	1	2	3	1	3	4	1	4	3	4	3	3	2	3	3	4	3	3	1	1	3	3	3	4	4	1	2	2	2	3	4	4	2	3	2	3	1	1	1	1	1	2	1	2	4	0	4	0	4	1	1	4	1	1	1	4	2	1	3	1	1	3	0	3	2	2	4	2	2	3	2	3	3	4	3	4	2	4	1	2	1	2	3	0	0	3	3	4	1	4	0	1	3	1	1	1	0	1	1	2	3	3	3	4	2	1	2	1	1	4	1	1	1
5518	UKNW06-307	1	1	1	3	1	4	1	4	2	2	4	3	3	4	2	3	2	2	2	1	4	4	2	1	4	2	4	1	2	3	1	3	4	1	4	3	4	3	3	2	3	3	4	3	3	1	1	3	3	3	4	4	1	2	2	2	3	4	4	2	3	2	3	1	1	1	1	1	2	1	2	4	1	4	1	4	1	1	4	1	1	1	4	2	1	3	1	1	3	3	3	2	2	4	2	2	3	2	3	3	4	3	4	2	4	1	2	1	2	3	2	4	3	3	4	1	4	0	1	3	1	1	1	3	1	1	2	3	3	3	4	2	1	2	1	1	4	1	1	1
5529	UKNW06-343	1	1	1	3	1	4	1	4	2	3	4	3	1	1	2	3	2	3	4	1	4	2	2	3	4	3	4	1	2	3	1	3	4	4	2	3	4	3	3	2	3	1	4	3	3	1	1	3	3	3	4	4	1	2	2	2	3	4	4	2	3	2	3	1	1	4	1	1	2	3	1	4	1	4	4	4	1	1	4	1	1	1	2	2	1	3	1	1	3	0	3	4	2	4	4	2	3	2	3	3	4	3	4	1	4	4	2	1	2	3	2	4	1	3	4	1	3	0	3	3	3	1	1	2	1	1	4	3	1	3	4	2	1	2	3	1	4	1	1	3
