strain	category	AtMSQTsnp 2	AtMSQTsnp 4	AtMSQTsnp 40	AtMSQTsnp 49	AtMSQTsnp 8	AtMSQTsnp 9	AtMSQTsnp 10	AtMSQTsnp 62	AtMSQTsnp 11	AtMSQTsnp 76	AtMSQTsnp 12	AtMSQTsnp 14	AtMSQTsnp 15	AtMSQTsnp 18	AtMSQTsnp 21	AtMSQTsnp 22	AtMSQTsnp 27	AtMSQTsnp 29	AtMSQTsnp 30	AtMSQTsnp 31	AtMSQTsnp 38	AtMSQTsnp 41	AtMSQTsnp 47	AtMSQTsnp 48	AtMSQTsnp 53	AtMSQTsnp 54	AtMSQTsnp 57	AtMSQTsnp 58	AtMSQTsnp 60	AtMSQTsnp 63	AtMSQTsnp 65	AtMSQTsnp 67	AtMSQTsnp 69	AtMSQTsnp 73	AtMSQTsnp 85	AtMSQTsnp 87	AtMSQTsnp 88	AtMSQTsnp 90	AtMSQTsnp 91	AtMSQTsnp 92	AtMSQTsnp 97	AtMSQTsnp 100	AtMSQTsnp 101	AtMSQTsnp 104	AtMSQTsnp 108	AtMSQTsnp 114	AtMSQTsnp 118	AtMSQTsnp 123	AtMSQTsnp 126	AtMSQTsnp 128	AtMSQTsnp 129	AtMSQTsnp 130	AtMSQTsnp 132	AtMSQTsnp 138	AtMSQTsnp 140	AtMSQTsnp 142	AtMSQTsnp 143	AtMSQTsnp 145	AtMSQTsnp 155	AtMSQTsnp 156	AtMSQTsnp 159	AtMSQTsnp 164	AtMSQTsnp 169	AtMSQTsnp 170	AtMSQTsnp 173	AtMSQTsnp 174	AtMSQTsnp 177	AtMSQTsnp 184	AtMSQTsnp 186	AtMSQTsnp 187	AtMSQTsnp 231	AtMSQTsnp 188	AtMSQTsnp 189	AtMSQTsnp 191	AtMSQTsnp 194	AtMSQTsnp 197	AtMSQTsnp 198	AtMSQTsnp 203	AtMSQTsnp 205	AtMSQTsnp 214	AtMSQTsnp 220	AtMSQTsnp 222	AtMSQTsnp 223	AtMSQTsnp 232	AtMSQTsnp 235	AtMSQTsnp 237	AtMSQTsnp 242	AtMSQTsnp 244	AtMSQTsnp 286	AtMSQTsnp 249	AtMSQTsnp 300	AtMSQTsnp 304	AtMSQTsnp 254	AtMSQTsnp 260	AtMSQTsnp 263	AtMSQTsnp 266	AtMSQTsnp 267	AtMSQTsnp 274	AtMSQTsnp 278	AtMSQTsnp 279	AtMSQTsnp 281	AtMSQTsnp 282	AtMSQTsnp 285	AtMSQTsnp 288	AtMSQTsnp 292	AtMSQTsnp 294	AtMSQTsnp 306	AtMSQTsnp 307	AtMSQTsnp 310	AtMSQTsnp 312	AtMSQTsnp 315	AtMSQTsnp 360	AtMSQTsnp 321	AtMSQTsnp 323	AtMSQTsnp 325	AtMSQTsnp 327	AtMSQTsnp 331	AtMSQTsnp 388	AtMSQTsnp 397	AtMSQTsnp 399	AtMSQTsnp 334	AtMSQTsnp 343	AtMSQTsnp 350	AtMSQTsnp 351	AtMSQTsnp 355	AtMSQTsnp 358	AtMSQTsnp 359	AtMSQTsnp 361	AtMSQTsnp 368	AtMSQTsnp 370	AtMSQTsnp 372	AtMSQTsnp 373	AtMSQTsnp 378	AtMSQTsnp 379	AtMSQTsnp 390	AtMSQTsnp 392	AtMSQTsnp 394	AtMSQTsnp 395	AtMSQTsnp 398	AtMSQTsnp 404	AtMSQTsnp 406	AtMSQTsnp 408	AtMSQTsnp 409	AtMSQTsnp 410	AtMSQTsnp 412	AtMSQTsnp 415
Leb-1_F04	Leb	1	1	2	2	1	4	1	1	2	4	1	4	2	2	2	1	3	4	4	10	1	4	1	4	2	1	2	2	1	2	1	1	3	0	0	2	3	4	3	1	2	1	3	4	1	3	1	3	1	3	1	4	2	4	1	2	1	4	1	2	4	1	3	2	1	1	3	4	4	4	3	4	1	2	4	1	2	1	4	0	3	3	1	2	3	2	2	1	2	1	3	2	0	2	2	4	2	0	3	4	2	4	2	1	4	3	3	1	1	2	4	3	2	3	4	3	2	2	3	1	2	4	3	3	4	3	4	3	3	3	1	3	3	3	4	1	1	3	0	2	1	3	0	3	1	3
Leb-3_F05	Leb	3	1	2	2	1	4	1	1	2	2	1	4	2	2	4	1	3	4	4	3	1	4	1	4	2	1	2	3	1	2	1	1	3	0	0	2	3	2	1	1	2	1	3	2	1	3	1	3	1	4	3	4	4	4	1	2	1	4	1	2	4	1	3	2	1	1	3	4	4	4	3	4	3	1	4	1	2	1	2	0	1	3	1	2	3	2	2	1	2	1	3	2	0	2	2	4	2	3	3	4	2	4	2	1	4	4	3	1	1	2	4	3	2	3	4	3	2	2	3	3	2	4	3	3	4	3	3	3	3	3	1	3	3	1	4	1	1	3	0	2	1	3	0	3	1	3
Mir-0_B12	Mir	3	1	2	2	3	4	1	1	4	4	1	1	4	2	2	3	3	4	2	3	1	4	2	4	4	1	4	2	4	2	1	3	4	0	0	4	3	4	1	1	3	3	3	2	1	1	1	3	3	3	3	4	4	4	2	2	1	4	1	2	2	2	3	2	3	3	3	4	4	1	1	2	1	2	4	1	4	4	2	0	3	4	3	1	3	2	2	3	3	1	3	2	2	2	4	4	2	3	1	4	2	4	2	1	4	3	2	4	1	4	4	3	1	3	4	4	2	2	3	1	2	4	3	3	4	1	4	1	1	3	1	3	2	3	2	3	3	3	0	2	3	1	0	1	1	1
Nc-1_C01	Nc	1	2	2	4	3	4	1	1	4	4	3	1	2	2	2	3	1	4	2	3	1	4	2	2	4	3	4	2	1	1	1	3	4	0	4	2	3	2	3	3	2	3	3	2	1	3	3	3	3	3	3	4	4	4	2	2	2	4	3	4	4	2	3	1	1	3	3	1	4	1	3	2	3	1	4	1	2	1	2	0	1	3	3	1	3	2	2	3	2	3	1	4	2	2	4	4	2	4	3	4	2	4	4	3	4	3	3	1	1	2	4	3	1	1	2	4	2	2	3	1	2	2	3	3	3	3	4	1	1	1	1	3	3	1	2	3	3	1	0	4	1	3	0	1	1	3
NIL_H04	NIL	3	2	2	4	1	3	3	1	2	2	3	4	2	2	2	1	1	4	4	4	1	2	1	2	4	0	4	2	1	2	1	3	4	0	0	2	3	4	3	1	2	3	3	2	1	1	1	1	3	4	1	2	2	4	2	2	1	2	3	4	2	2	3	1	3	1	3	4	4	4	3	2	1	2	4	1	4	4	2	0	1	4	1	1	1	2	4	1	3	1	1	4	1	2	4	4	4	4	1	4	2	4	4	1	4	3	3	1	1	4	1	3	2	3	2	4	3	1	3	3	2	4	3	3	3	3	3	3	3	1	0	1	2	1	2	1	1	1	0	4	1	1	0	1	4	3
Nov_1_F06	Nov	3	1	0	0	1	0	1	1	2	0	1	4	2	2	2	1	3	4	0	3	1	4	1	4	2	1	2	2	1	2	1	1	3	0	0	2	3	4	3	1	2	1	0	2	1	3	0	3	0	0	3	4	2	4	0	0	1	4	1	2	4	1	3	0	1	1	3	4	4	4	3	4	1	2	4	1	2	0	4	0	3	4	3	2	1	2	0	1	2	1	3	2	0	2	4	4	2	0	1	0	2	1	2	1	0	4	3	1	1	2	0	3	2	3	4	3	2	2	3	3	2	4	3	3	4	3	4	3	3	0	0	3	0	3	4	1	1	3	0	2	1	3	0	3	0	3
Nov_3_F07	Nov	1	1	2	2	1	4	1	1	2	4	1	4	2	2	2	1	3	4	4	0	1	4	1	4	2	1	2	2	4	2	1	1	3	0	0	2	3	4	3	1	2	1	1	4	1	3	1	3	3	3	1	4	2	4	1	2	1	4	1	2	4	1	3	2	1	1	3	4	4	4	3	4	3	1	4	1	2	1	4	0	3	3	3	2	3	2	2	1	2	1	3	2	0	2	4	4	4	3	3	4	2	4	2	1	4	0	3	0	1	2	4	3	2	3	4	3	2	2	3	3	2	4	3	3	4	3	3	3	3	3	1	3	2	3	4	1	1	3	0	2	1	3	0	3	1	3
Noz_F08	Noz	1	1	2	2	1	4	1	1	2	2	1	4	2	2	2	1	3	4	4	10	1	4	1	4	2	1	2	2	4	2	1	1	3	0	0	2	3	4	3	1	2	1	1	4	1	3	1	3	1	3	3	4	2	4	1	2	1	4	1	2	4	1	3	2	1	1	3	4	4	4	3	4	1	2	1	1	2	1	4	0	3	3	1	2	1	2	2	1	2	1	3	2	2	2	2	4	4	3	3	2	2	4	2	1	4	4	3	1	1	2	4	3	1	3	4	3	2	2	4	1	2	4	3	3	4	3	3	1	3	3	0	3	3	3	4	1	1	3	0	2	1	3	0	3	1	3
Pan_G04	Pan	3	2	2	2	1	4	1	1	4	4	3	4	2	2	2	1	3	4	4	3	1	4	1	4	2	1	4	2	4	2	1	1	3	0	0	2	1	4	3	1	2	1	3	2	1	3	1	3	3	4	1	4	4	4	1	2	1	4	1	2	4	1	3	2	1	1	3	4	4	4	3	4	3	1	4	1	2	1	2	0	1	4	3	2	3	2	2	1	2	1	3	2	0	2	4	4	4	4	3	2	2	4	2	1	4	3	3	1	1	2	4	3	2	3	2	3	2	2	3	3	2	4	3	3	4	3	3	3	3	0	1	3	3	3	4	1	1	3	0	2	1	3	0	3	1	3
Pf-0_E06	Pf	3	2	2	2	3	4	3	3	2	4	3	4	4	2	2	3	1	1	4	4	1	4	2	4	2	0	2	3	1	2	1	1	4	0	0	4	1	2	3	3	2	3	1	2	1	3	1	3	3	3	3	4	2	2	1	2	2	2	1	2	4	1	3	1	3	3	3	1	4	1	3	2	1	2	1	1	4	1	2	0	1	3	1	1	1	2	4	1	3	1	1	4	1	1	4	3	4	0	3	4	2	4	4	1	4	4	2	4	1	4	1	4	2	1	2	4	2	2	3	1	2	4	3	3	4	3	4	1	3	3	0	1	3	3	2	3	1	1	0	4	1	1	0	1	1	1
Rak-1_F09	Rak	1	1	2	2	1	4	1	1	2	4	1	4	2	2	2	1	3	4	4	0	1	4	1	4	2	1	2	2	4	2	1	1	3	0	0	2	3	4	3	1	2	1	1	4	1	3	1	3	1	3	1	4	2	4	1	2	1	4	1	2	4	1	3	2	3	1	3	4	4	4	3	4	3	1	4	1	2	4	2	0	3	3	1	2	3	2	2	1	2	1	3	2	0	2	4	4	2	3	3	4	2	4	2	1	4	4	3	1	1	2	4	3	2	3	4	3	2	2	4	1	2	4	3	3	4	3	4	3	3	3	0	1	3	3	4	1	1	3	0	2	1	3	0	3	1	3
Rak-3_F10	Rak	1	1	2	2	1	4	1	1	2	4	1	4	2	2	2	1	3	4	4	3	1	4	1	4	2	1	2	2	4	2	1	1	3	0	0	2	3	4	3	1	2	1	1	2	1	3	6	3	0	10	3	4	0	4	1	2	1	4	1	2	4	1	3	2	1	1	3	4	4	4	3	4	6	0	7	1	2	0	9	0	3	3	1	2	6	2	2	1	2	1	3	2	2	2	2	4	4	0	1	9	2	0	2	3	4	4	3	7	1	2	4	3	2	3	4	3	2	2	3	3	2	4	3	3	4	3	3	3	3	0	1	6	3	3	9	0	1	3	0	9	1	3	0	3	1	3
SER_G01	SER	1	1	2	2	1	4	1	1	2	4	1	4	2	2	2	1	3	4	4	10	1	4	1	4	2	1	2	2	4	2	1	1	3	0	0	2	3	4	3	1	2	1	3	2	1	3	1	3	1	3	1	4	2	4	1	2	1	4	1	2	4	1	3	2	1	1	3	4	4	4	3	4	3	1	1	1	2	4	2	0	3	3	1	2	3	2	2	1	2	1	3	2	0	2	2	4	4	3	1	2	2	4	2	3	4	4	3	1	1	2	4	3	2	3	4	3	2	2	3	3	2	4	3	3	4	3	3	3	3	0	0	1	3	3	2	3	1	3	0	4	1	3	0	3	1	3
SF1_G10	SF	1	1	2	4	1	0	3	1	4	2	3	4	4	2	2	3	3	4	2	4	1	4	1	2	2	3	0	2	1	2	1	3	4	0	0	2	1	4	3	1	2	3	3	4	1	1	1	1	1	3	3	2	2	9	1	4	1	4	1	2	4	1	3	0	1	1	1	4	1	1	1	2	3	1	4	1	4	1	2	0	3	4	1	1	3	4	2	1	2	1	1	4	2	1	4	4	0	0	3	4	2	4	4	3	4	3	2	1	1	4	4	3	2	1	2	4	2	2	3	3	2	2	1	3	4	1	3	1	3	3	1	3	3	3	4	3	3	1	0	2	1	3	0	3	1	1
Sij-1_G07	Sij	3	2	3	2	1	4	1	1	4	4	3	1	4	2	4	1	3	4	4	3	1	2	1	4	2	1	4	2	4	2	1	1	3	0	0	2	1	2	1	1	2	1	3	2	1	1	1	3	1	3	1	4	4	4	1	2	1	4	1	2	4	1	3	2	3	1	3	4	4	4	3	4	1	2	4	1	2	1	2	0	3	3	1	2	1	2	2	1	2	1	3	2	0	2	2	4	4	4	1	2	2	4	2	3	2	3	3	1	2	2	4	3	1	3	4	3	2	2	4	1	2	4	3	3	4	3	3	3	3	3	1	3	2	3	4	1	1	3	0	4	3	3	0	3	1	1
Tamm-2_C08	Tamm	3	5	0	2	0	4	6	1	4	4	0	7	2	0	9	6	6	7	2	3	2	2	1	9	4	3	0	0	4	5	6	0	3	0	0	2	0	2	6	6	2	3	3	9	1	3	1	1	1	3	3	0	0	4	0	0	1	9	1	2	4	2	3	0	3	6	0	4	7	0	3	4	1	2	0	6	9	0	9	0	3	10	3	1	6	9	9	1	0	0	6	9	5	5	9	4	0	0	6	4	9	7	4	0	4	3	8	4	5	4	4	3	0	6	4	0	0	2	3	1	9	0	3	6	4	1	3	0	3	3	1	3	2	1	2	3	1	0	0	2	6	1	0	1	0	6
Ts-1_D04	Ts	1	1	3	4	3	3	1	3	4	2	3	1	4	3	2	1	3	4	4	3	2	4	1	4	4	3	4	3	1	2	3	3	4	0	0	2	1	4	3	1	2	1	3	4	3	1	1	1	3	3	1	4	4	9	1	4	2	4	3	4	2	2	4	1	1	3	3	1	1	4	1	4	3	2	4	1	4	1	4	0	3	4	3	1	3	2	2	1	2	1	3	4	2	2	4	4	2	4	1	4	4	4	4	3	4	3	2	4	1	4	4	3	2	1	2	4	2	1	4	3	2	2	1	3	4	3	4	3	3	3	0	6	2	1	2	1	3	1	0	2	1	1	0	3	1	3
Uk-3_H03	Uk	3	1	0	2	1	0	3	1	2	2	1	4	4	3	2	3	3	4	0	3	1	2	2	2	2	3	4	2	1	1	3	1	3	2	0	4	3	2	1	1	3	3	1	2	3	3	3	3	3	4	1	2	4	9	2	4	2	2	1	2	2	1	3	0	1	1	1	4	4	1	0	2	1	1	4	1	4	1	4	0	1	4	1	1	1	2	4	3	3	3	1	4	1	1	4	3	0	0	3	4	4	1	4	1	0	3	0	1	0	2	4	3	1	1	2	4	2	2	3	1	2	2	3	3	3	3	3	3	1	1	1	3	0	3	0	1	3	3	0	4	0	3	0	1	0	3
Wc-1_E01	Wc	1	1	2	4	1	4	3	1	2	4	1	1	2	2	2	3	1	4	2	4	1	4	2	2	2	1	4	3	1	1	1	3	3	0	4	2	3	4	1	3	3	3	3	4	3	3	1	3	3	4	3	4	4	4	2	2	1	4	3	4	2	1	3	2	3	3	3	4	4	4	1	2	1	1	1	1	4	4	2	0	3	3	1	2	1	4	4	1	2	1	3	4	2	2	4	3	2	3	3	2	2	4	4	3	4	4	3	4	2	2	1	3	2	3	4	3	2	2	3	1	2	4	3	3	4	3	3	1	3	1	1	3	3	3	4	1	1	1	0	2	1	3	0	3	4	3
DM1.10	DM	0	2	3	4	0	0	1	0	2	4	1	0	0	2	2	1	1	4	2	3	1	2	2	2	4	1	0	3	1	0	1	3	4	0	0	4	0	0	1	3	2	0	1	4	1	0	1	0	3	3	3	0	0	0	2	4	1	4	1	2	0	1	0	0	1	0	1	4	1	4	0	2	1	1	4	1	4	4	2	0	0	4	3	2	1	4	2	0	3	1	1	0	0	1	4	3	9	3	1	4	4	4	2	0	0	4	0	0	0	4	4	4	0	1	4	0	3	0	4	1	4	2	0	3	3	3	4	0	1	3	1	3	2	1	4	3	1	3	0	0	1	1	0	0	0	0
DM1.75	DM	1	1	0	2	1	0	3	1	4	4	1	1	4	2	2	3	1	4	2	3	1	4	1	2	2	0	4	2	4	2	1	1	4	0	0	4	3	2	3	3	2	3	3	2	1	3	1	3	1	3	3	2	4	4	2	2	2	4	3	4	4	1	4	0	1	1	3	1	1	1	0	2	3	1	1	1	4	4	4	0	3	3	3	1	3	2	2	3	3	1	1	4	2	2	4	4	2	0	1	4	4	4	2	3	0	3	3	4	1	2	4	4	2	1	2	4	2	2	3	3	2	2	3	1	4	3	4	3	1	1	0	3	3	1	2	3	1	1	0	2	1	1	0	1	0	1
DM2.06	DM	3	5	0	4	1	0	1	0	9	4	1	0	0	2	9	1	1	4	2	3	1	9	5	9	9	1	4	3	1	2	1	3	10	0	0	2	3	4	3	1	2	3	1	4	1	0	6	0	6	3	3	9	9	4	5	4	1	4	6	9	2	1	10	0	0	6	6	7	1	7	0	2	6	1	4	6	4	7	2	0	1	4	3	2	1	2	2	3	3	1	6	4	0	5	9	10	9	0	6	4	4	4	9	1	0	4	0	1	0	4	4	4	1	6	4	0	3	0	3	3	4	9	6	6	3	3	4	3	1	3	1	3	2	1	0	3	3	3	0	4	1	1	0	3	0	1
DM2.54	DM	3	2	0	0	1	0	3	0	2	0	0	0	0	2	4	1	3	4	0	3	1	4	2	2	4	1	4	3	0	1	3	1	3	2	0	4	1	2	1	3	2	3	0	4	0	0	0	0	0	3	3	2	4	0	0	0	0	4	0	0	2	1	0	0	3	3	1	4	0	4	0	4	3	2	4	1	4	1	0	0	3	3	3	1	1	2	0	1	3	1	3	2	1	1	4	3	0	0	1	4	4	4	2	1	0	3	0	4	0	2	4	4	2	1	2	3	3	0	4	1	0	4	1	3	0	3	4	3	1	0	0	3	0	1	0	1	1	1	0	2	0	3	0	1	0	1
DM2.84	DM	0	2	0	0	1	0	1	1	2	4	0	1	2	2	4	1	1	4	0	3	1	4	1	2	2	1	4	2	4	2	1	1	4	2	0	4	3	2	3	3	2	3	0	2	1	1	3	1	0	3	3	2	4	4	0	2	2	4	0	4	2	1	0	0	3	3	1	4	1	1	0	2	3	1	1	1	4	4	4	0	3	3	3	1	3	4	0	3	3	1	1	4	1	2	4	4	2	0	1	4	4	4	2	3	0	3	3	4	1	2	4	4	2	1	2	4	2	0	3	3	0	4	1	3	3	3	4	3	1	0	0	3	0	1	0	3	1	1	0	2	0	1	0	6	0	1
DN-1B	DN	1	2	3	9	6	4	3	1	4	4	3	4	2	8	4	6	6	4	9	10	1	2	1	2	4	6	4	8	7	2	1	6	4	4	0	2	6	4	1	3	2	3	3	9	3	3	1	1	3	4	1	4	0	4	1	9	5	9	1	2	4	5	10	2	0	6	6	4	1	1	3	9	1	2	1	1	9	4	2	0	3	4	3	1	6	2	9	1	8	6	3	9	5	5	4	10	9	10	3	9	4	4	9	6	4	0	3	4	1	9	4	0	2	1	2	4	3	2	10	1	9	2	3	3	4	6	4	1	3	6	0	6	3	6	9	3	3	6	0	2	1	6	0	6	0	6
Fab-3	Fab	1	2	3	4	1	3	1	3	4	4	1	4	2	3	4	3	1	1	2	4	2	4	1	2	2	1	4	3	1	2	3	3	3	0	0	2	1	2	3	3	2	1	3	2	3	3	3	1	3	4	1	4	2	0	1	4	1	4	3	4	2	1	4	2	3	3	1	4	4	1	1	2	3	1	4	1	4	4	2	0	1	4	1	2	1	2	2	1	2	6	3	2	5	2	2	4	4	4	3	2	2	7	2	3	4	4	3	1	1	4	4	3	2	1	2	3	2	1	3	1	2	4	3	3	4	1	4	1	1	1	1	3	3	1	2	6	6	3	0	2	1	3	0	3	0	3
FN-1A	FN	1	5	8	9	6	3	1	6	9	4	1	4	9	8	9	6	6	1	2	10	1	9	5	2	2	6	9	2	7	2	6	6	3	0	0	2	6	2	6	6	2	1	3	2	6	3	1	3	3	4	6	4	2	2	1	9	1	9	3	4	9	5	3	5	0	1	6	7	7	0	3	9	6	2	1	6	4	1	9	0	3	10	1	5	1	2	2	1	8	6	3	0	2	2	9	4	0	4	6	2	9	7	2	3	4	4	8	7	1	4	4	3	2	1	2	10	8	5	3	1	9	9	6	3	4	6	4	1	6	1	1	3	3	6	2	6	1	6	0	2	6	0	0	6	0	3
FN-2	FN	3	2	2	4	3	0	3	3	4	2	1	4	4	2	2	3	1	4	2	3	1	2	2	2	4	3	4	2	1	2	3	3	4	0	4	4	3	4	1	1	2	1	3	4	3	3	1	3	3	3	1	4	4	4	1	4	1	2	1	2	4	2	3	1	3	1	3	4	1	1	1	2	3	1	4	3	2	4	2	0	1	4	3	1	1	2	2	3	3	1	3	4	2	2	4	4	4	3	1	4	4	4	4	1	4	3	2	1	2	4	4	4	2	3	2	3	3	2	4	1	4	2	1	1	3	1	4	1	3	1	0	3	2	3	2	3	3	1	0	4	1	1	0	3	0	1
FN-4B	FN	1	5	8	9	6	0	1	3	9	4	1	4	9	8	9	6	6	1	2	10	1	0	5	2	2	6	4	8	1	2	6	3	3	0	0	2	6	2	6	6	2	1	3	2	6	3	1	3	3	4	6	4	2	4	1	9	1	9	3	4	2	1	3	1	3	1	1	7	7	0	1	9	6	2	1	6	4	1	9	0	1	4	1	2	1	2	2	1	2	3	3	9	2	2	2	4	4	4	3	2	2	1	2	3	4	4	0	7	1	4	4	0	2	1	2	10	8	1	3	1	9	9	3	3	4	1	4	1	1	1	1	3	3	1	2	1	1	3	0	2	6	0	0	6	0	3
FN-4c	FN	1	5	0	9	6	3	1	3	9	4	1	4	9	8	9	6	6	1	2	10	1	9	5	2	2	6	4	8	1	2	6	3	3	0	0	2	6	2	6	6	2	1	3	2	6	3	1	3	3	4	6	4	2	2	1	9	1	9	3	4	9	5	3	5	0	1	6	7	7	7	0	9	6	2	1	6	4	1	9	0	3	10	1	5	1	2	2	1	8	6	3	9	2	2	9	4	0	4	6	2	9	7	2	3	4	4	8	7	1	4	4	3	2	1	2	10	8	5	3	1	9	9	6	3	4	6	4	1	6	1	1	3	3	6	2	6	1	6	0	2	6	0	0	6	0	3
FN-4D	FN	1	5	8	4	6	3	1	3	9	4	1	4	9	8	9	6	6	1	2	10	1	9	1	2	2	0	4	3	1	2	3	3	3	0	0	2	1	2	3	3	2	1	3	2	6	3	1	3	3	4	6	4	2	2	1	9	1	9	3	4	2	1	3	1	3	1	1	4	4	4	0	2	3	2	1	1	4	1	2	0	3	10	1	5	1	2	2	1	8	6	3	9	2	2	9	4	0	4	6	2	9	7	2	3	4	4	0	7	1	4	4	3	2	1	2	4	3	2	3	1	4	2	1	3	4	3	4	1	6	1	1	3	3	6	2	3	1	1	0	2	3	1	0	1	1	3
Fn-5	Fn	1	1	8	9	3	3	1	3	9	4	1	4	9	8	9	6	6	1	2	10	1	9	5	2	2	6	4	8	1	2	6	3	3	0	0	2	3	2	1	1	2	1	3	2	1	3	1	3	3	4	3	4	2	0	1	2	1	2	3	4	9	5	3	5	0	1	6	7	7	0	1	9	6	2	1	6	4	1	9	0	1	4	1	2	1	2	2	1	3	1	3	4	2	2	4	4	9	4	1	2	4	4	2	3	4	4	2	1	1	4	4	3	2	1	2	4	3	5	3	1	4	2	1	3	4	3	4	1	6	1	1	3	3	6	2	1	1	3	0	2	1	0	0	6	1	3
GS-2A	GS	1	1	8	9	1	3	6	3	4	4	6	4	2	3	4	6	6	1	9	4	1	2	5	2	4	6	9	2	7	1	1	6	10	9	4	2	6	2	3	3	2	3	1	4	3	3	6	1	3	10	1	4	2	0	1	9	5	4	1	2	9	5	3	1	0	6	3	4	7	1	0	2	6	2	1	6	4	7	2	0	3	4	6	5	1	2	9	1	8	3	6	9	1	1	9	4	4	10	3	4	4	7	9	3	4	3	3	4	5	4	7	3	2	1	9	10	8	2	3	1	4	2	6	3	4	3	10	6	3	3	1	3	3	1	2	6	3	6	0	2	6	6	0	6	0	3
GS-2C	GS	1	1	0	9	1	0	6	3	4	4	6	4	2	3	4	6	6	1	9	4	1	2	5	2	4	0	9	2	7	1	1	6	10	0	4	2	6	2	3	3	2	3	1	4	3	3	6	1	3	10	1	4	2	0	1	9	5	4	1	2	9	5	3	0	6	6	3	4	7	1	0	2	3	2	1	6	4	7	2	0	3	4	6	5	1	2	9	1	8	3	6	9	1	1	9	4	4	10	3	4	4	7	9	3	0	3	3	4	5	4	7	0	2	1	9	10	8	2	3	1	0	2	6	3	4	3	10	6	3	3	1	3	3	1	2	6	3	6	0	2	0	6	0	6	0	3
KN1.08	KN	1	1	0	2	1	0	3	0	4	2	1	1	4	2	2	1	1	4	2	3	2	2	2	2	2	3	4	2	1	1	3	3	3	0	0	4	1	4	3	3	2	3	3	2	1	1	3	1	1	3	3	2	4	0	1	4	1	4	3	4	4	1	3	0	1	1	3	4	1	1	0	2	3	1	1	1	4	4	4	0	1	4	3	1	1	4	2	3	3	1	1	4	1	2	4	4	2	0	3	4	4	4	4	1	0	3	0	4	0	2	4	4	1	3	2	4	2	0	3	3	2	2	3	1	4	3	4	3	1	1	0	3	0	1	0	3	3	3	0	2	1	1	0	1	0	1
KN1.10	KN	1	1	0	0	1	0	3	0	4	2	1	1	4	2	2	1	1	4	0	3	2	2	2	2	2	3	4	2	1	1	3	3	3	4	0	4	1	4	3	3	2	3	3	2	1	1	3	1	0	3	3	2	4	4	1	4	1	4	0	4	4	1	3	0	1	1	3	4	1	1	0	2	3	1	1	1	4	4	4	0	1	4	3	1	1	4	0	3	3	1	1	4	1	2	4	4	2	0	3	4	4	4	4	1	0	3	0	4	0	2	4	4	1	3	2	4	2	0	3	3	2	2	3	1	4	3	4	3	1	0	0	3	0	1	0	3	1	1	0	2	0	1	0	1	0	1
KN1.13	KN	0	2	0	2	0	0	3	0	2	2	3	0	0	2	4	1	1	4	2	3	0	2	2	2	2	3	0	2	1	0	3	3	3	4	0	4	0	0	3	3	2	0	3	2	1	0	3	0	0	3	3	0	0	0	1	4	1	4	3	4	0	1	0	0	1	0	3	4	4	4	0	2	1	1	4	1	4	1	2	0	0	4	3	2	1	4	0	0	3	1	1	0	0	2	4	4	2	0	3	4	4	4	4	0	0	3	0	0	0	4	4	4	0	3	4	0	3	0	3	3	0	4	0	3	3	3	4	0	1	3	1	3	0	1	2	3	3	3	0	0	1	1	0	0	0	0
KN1.25	KN	3	2	2	2	3	0	3	1	2	2	3	1	2	2	4	1	1	4	2	3	2	2	2	2	2	3	4	2	1	1	3	3	3	0	0	4	1	4	3	3	2	3	3	2	1	1	3	1	1	3	3	2	4	2	1	4	1	4	3	4	4	1	3	1	1	1	3	4	4	4	1	2	1	1	4	1	4	1	2	0	1	4	3	1	1	4	2	3	3	1	1	4	1	2	4	4	2	0	3	4	4	4	4	1	0	3	3	4	2	4	4	4	1	3	4	4	3	1	3	3	4	4	1	3	3	3	4	3	1	3	1	3	2	1	2	3	3	3	0	4	1	1	0	3	1	1
KN1.33	KN	3	2	8	4	1	0	6	1	2	9	6	1	2	2	4	1	6	4	2	3	1	2	5	2	2	3	4	8	1	1	3	6	3	0	0	4	6	0	1	3	2	3	6	4	6	6	3	1	1	3	3	2	4	2	1	4	1	4	3	4	2	1	3	5	0	3	6	4	7	4	3	2	1	1	4	1	4	4	2	0	1	4	3	0	1	4	2	3	3	1	6	4	1	1	4	3	9	3	1	4	4	4	9	1	2	0	2	1	2	4	4	10	1	3	4	0	3	5	10	3	4	9	6	3	10	6	10	6	1	3	1	3	2	1	9	6	6	6	0	9	1	1	0	3	1	1
KN1.35	KN	3	2	0	0	1	0	1	0	2	4	0	0	2	2	4	1	1	4	2	3	1	2	2	2	2	3	4	2	1	1	3	3	3	0	0	4	3	2	3	3	2	3	1	4	1	1	3	1	0	3	3	2	4	4	1	4	1	4	0	4	4	1	4	0	1	1	3	4	4	4	0	2	1	1	7	0	4	4	9	0	3	4	3	1	3	2	0	3	3	1	1	4	1	1	4	3	9	0	3	4	4	4	2	1	0	0	0	7	0	0	4	4	1	3	4	4	3	0	3	3	4	4	1	3	3	3	4	3	1	0	0	3	0	1	0	3	3	3	0	4	0	1	0	3	0	1
