strain	category	AtMSQTsnp 2	AtMSQTsnp 4	AtMSQTsnp 40	AtMSQTsnp 49	AtMSQTsnp 8	AtMSQTsnp 9	AtMSQTsnp 10	AtMSQTsnp 62	AtMSQTsnp 11	AtMSQTsnp 76	AtMSQTsnp 12	AtMSQTsnp 14	AtMSQTsnp 15	AtMSQTsnp 18	AtMSQTsnp 21	AtMSQTsnp 22	AtMSQTsnp 27	AtMSQTsnp 29	AtMSQTsnp 30	AtMSQTsnp 31	AtMSQTsnp 33	AtMSQTsnp 38	AtMSQTsnp 41	AtMSQTsnp 47	AtMSQTsnp 48	AtMSQTsnp 53	AtMSQTsnp 54	AtMSQTsnp 57	AtMSQTsnp 58	AtMSQTsnp 60	AtMSQTsnp 61	AtMSQTsnp 63	AtMSQTsnp 65	AtMSQTsnp 67	AtMSQTsnp 69	AtMSQTsnp 73	AtMSQTsnp 85	AtMSQTsnp 87	AtMSQTsnp 88	AtMSQTsnp 90	AtMSQTsnp 91	AtMSQTsnp 92	AtMSQTsnp 97	AtMSQTsnp 100	AtMSQTsnp 101	AtMSQTsnp 104	AtMSQTsnp 108	AtMSQTsnp 114	AtMSQTsnp 118	AtMSQTsnp 146	AtMSQTsnp 123	AtMSQTsnp 126	AtMSQTsnp 128	AtMSQTsnp 129	AtMSQTsnp 130	AtMSQTsnp 132	AtMSQTsnp 138	AtMSQTsnp 140	AtMSQTsnp 142	AtMSQTsnp 143	AtMSQTsnp 145	AtMSQTsnp 155	AtMSQTsnp 156	AtMSQTsnp 159	AtMSQTsnp 164	AtMSQTsnp 169	AtMSQTsnp 170	AtMSQTsnp 173	AtMSQTsnp 174	AtMSQTsnp 177	AtMSQTsnp 184	AtMSQTsnp 186	AtMSQTsnp 187	AtMSQTsnp 231	AtMSQTsnp 188	AtMSQTsnp 189	AtMSQTsnp 191	AtMSQTsnp 194	AtMSQTsnp 197	AtMSQTsnp 198	AtMSQTsnp 203	AtMSQTsnp 205	AtMSQTsnp 214	AtMSQTsnp 220	AtMSQTsnp 222	AtMSQTsnp 223	AtMSQTsnp 232	AtMSQTsnp 235	AtMSQTsnp 237	AtMSQTsnp 242	AtMSQTsnp 244	AtMSQTsnp 286	AtMSQTsnp 249	AtMSQTsnp 300	AtMSQTsnp 304	AtMSQTsnp 254	AtMSQTsnp 260	AtMSQTsnp 263	AtMSQTsnp 266	AtMSQTsnp 267	AtMSQTsnp 274	AtMSQTsnp 278	AtMSQTsnp 279	AtMSQTsnp 281	AtMSQTsnp 282	AtMSQTsnp 285	AtMSQTsnp 288	AtMSQTsnp 292	AtMSQTsnp 294	AtMSQTsnp 306	AtMSQTsnp 307	AtMSQTsnp 310	AtMSQTsnp 312	AtMSQTsnp 315	AtMSQTsnp 360	AtMSQTsnp 321	AtMSQTsnp 323	AtMSQTsnp 325	AtMSQTsnp 327	AtMSQTsnp 331	AtMSQTsnp 388	AtMSQTsnp 397	AtMSQTsnp 399	AtMSQTsnp 334	AtMSQTsnp 343	AtMSQTsnp 350	AtMSQTsnp 351	AtMSQTsnp 355	AtMSQTsnp 358	AtMSQTsnp 359	AtMSQTsnp 361	AtMSQTsnp 368	AtMSQTsnp 370	AtMSQTsnp 372	AtMSQTsnp 373	AtMSQTsnp 378	AtMSQTsnp 379	AtMSQTsnp 390	AtMSQTsnp 392	AtMSQTsnp 394	AtMSQTsnp 395	AtMSQTsnp 398	AtMSQTsnp 404	AtMSQTsnp 406	AtMSQTsnp 408	AtMSQTsnp 409	AtMSQTsnp 410	AtMSQTsnp 412	AtMSQTsnp 415
YNG-41_F04	YNG	3	2	2	4	1	3	1	0	2	4	1	1	2	2	4	1	1	4	2	3	0	1	4	2	2	4	1	4	3	1	0	2	1	3	4	0	1	4	3	0	1	3	2	3	1	4	1	1	3	0	1	1	3	3	2	4	2	1	4	1	4	3	4	2	1	3	0	0	3	1	4	1	4	3	2	1	1	4	1	4	4	2	0	1	4	3	0	1	0	2	3	3	1	3	4	1	1	0	3	0	0	1	4	4	4	2	0	2	4	2	1	2	4	4	4	1	3	4	0	3	1	3	3	4	4	1	3	3	3	4	3	1	3	1	3	2	1	2	3	3	3	0	4	0	1	0	3	0	1
YNG-42_G04	YNG	3	2	2	4	1	3	1	3	2	4	1	1	2	2	4	1	1	4	2	3	0	1	4	2	2	4	1	4	3	1	2	2	1	3	4	2	1	4	3	4	1	3	2	3	1	4	1	1	3	3	1	1	3	3	2	4	2	1	4	1	4	3	4	2	1	3	2	3	3	1	4	1	4	3	2	1	1	4	1	4	4	2	0	1	4	3	1	1	0	2	3	3	1	3	4	1	1	0	3	0	3	1	4	4	4	2	1	2	4	2	1	2	4	4	4	1	3	4	4	3	1	3	3	4	4	1	3	3	3	4	3	1	3	1	3	2	1	2	3	3	3	0	4	1	1	0	3	1	1
YNG-43_H04	YNG	0	2	2	4	1	3	1	3	2	4	1	1	2	2	4	1	1	4	2	3	0	1	4	2	2	4	1	4	3	1	2	2	1	3	4	2	1	4	3	4	1	3	2	3	1	4	1	1	3	3	1	1	3	3	2	4	2	1	4	1	4	3	4	2	1	3	2	3	3	1	4	1	4	3	2	1	1	4	1	4	4	2	0	1	4	3	1	1	0	2	3	3	1	3	0	1	1	0	3	0	3	1	4	4	4	2	1	2	4	2	1	2	4	4	4	1	3	4	4	3	1	3	3	4	4	1	3	3	3	4	3	1	3	1	3	2	1	2	3	3	3	0	4	1	1	0	3	1	1
YNG-44_C08	YNG	3	2	2	4	1	3	1	3	2	4	1	1	2	2	4	1	1	4	2	3	0	1	4	2	2	4	1	4	3	1	2	2	1	3	4	2	1	4	3	4	1	3	2	3	1	4	1	1	3	3	1	1	3	3	2	4	2	1	4	1	4	3	4	2	1	3	2	3	3	1	4	1	4	3	2	1	1	4	1	4	4	2	0	1	4	3	1	1	0	2	3	3	1	3	0	1	1	0	3	0	3	1	4	4	4	2	1	2	0	2	1	2	4	4	4	1	3	4	4	3	1	3	3	4	4	1	3	3	3	4	3	1	3	1	3	2	1	2	3	3	3	0	4	1	1	0	3	1	1
YNG-46_B08	YNG	3	2	2	4	1	3	1	3	2	4	1	1	2	2	4	1	1	4	2	3	0	1	4	2	2	4	1	4	3	1	2	2	1	3	4	2	1	4	3	4	1	3	2	3	1	4	1	1	3	3	1	1	3	3	2	4	2	1	4	1	4	3	4	2	1	3	2	3	3	1	4	1	4	3	2	1	1	4	1	4	4	2	0	1	4	3	1	1	0	2	3	3	1	3	0	1	1	0	3	0	3	1	4	4	4	2	1	2	4	2	1	2	4	4	4	1	3	4	4	3	1	3	3	4	4	1	3	3	3	4	3	1	3	1	3	2	1	2	3	3	3	0	4	1	1	0	3	1	1
YNG-9_A01	YNG	3	2	2	4	1	3	1	3	2	4	1	1	2	2	4	1	1	4	2	3	0	1	4	2	2	4	1	4	3	1	2	2	1	3	4	2	1	4	3	4	1	3	2	3	1	4	1	1	3	3	1	1	3	3	2	4	2	1	4	1	4	3	4	2	1	3	2	3	3	1	4	1	4	3	2	1	1	4	1	4	4	2	0	1	4	3	1	1	0	2	3	3	1	3	4	1	1	0	3	0	3	1	4	4	4	2	1	2	4	2	1	2	4	4	4	1	3	4	4	3	1	3	3	4	4	1	3	3	3	4	3	1	3	1	3	2	1	2	3	3	3	0	4	1	1	0	3	1	1
1-1a_A02	1-1	3	2	0	4	1	0	3	1	4	4	3	1	4	2	2	3	1	1	4	3	0	2	2	1	2	4	3	4	2	4	0	1	1	1	4	0	0	4	3	4	3	3	3	3	1	2	1	3	3	0	3	3	3	1	2	4	4	1	4	1	2	1	2	2	2	4	0	1	3	1	4	4	1	0	2	3	1	4	1	4	1	4	0	1	3	1	1	1	4	4	3	3	3	1	4	1	2	2	3	0	0	3	4	2	1	4	3	0	3	0	4	0	2	4	3	2	1	2	4	3	2	3	1	2	2	1	1	3	3	3	3	1	3	1	3	3	3	4	1	1	1	0	4	1	1	0	1	0	1
1-2a_A03	1-2	3	2	3	4	1	4	3	1	4	4	3	1	4	2	2	3	1	1	4	3	0	2	2	1	2	4	3	4	2	4	2	1	1	1	4	0	0	4	3	4	3	3	3	3	1	2	1	3	3	0	3	3	3	1	2	4	0	1	4	1	2	1	2	2	2	4	2	1	3	1	4	4	1	3	2	3	1	4	1	4	1	4	0	1	3	1	1	1	4	4	3	3	3	1	4	1	2	2	3	0	4	3	4	2	1	4	3	4	3	3	4	2	2	4	3	2	1	2	4	3	2	3	1	2	2	1	1	3	3	3	3	1	3	1	3	3	3	4	1	1	1	0	4	1	1	0	1	4	1
1-3a_A04	1-3	3	2	0	4	1	0	3	1	4	4	3	1	4	2	2	3	1	1	4	3	0	2	2	1	2	4	3	4	2	4	0	1	1	1	4	4	0	4	3	4	3	3	3	3	1	2	1	3	3	0	3	3	3	1	2	4	0	1	4	1	2	1	2	2	2	4	0	1	3	1	4	4	1	3	2	3	1	4	1	4	1	4	0	1	3	1	1	1	4	4	3	3	3	1	4	1	2	2	3	0	4	3	4	2	1	4	3	4	3	3	4	2	2	4	3	2	1	2	4	3	2	3	1	2	2	1	1	3	3	3	3	1	3	1	3	3	3	4	1	1	1	0	4	1	1	0	1	0	1
2-1a_A05	2-1	3	2	3	4	1	3	1	1	2	2	3	4	4	3	2	3	3	4	2	4	0	1	2	2	4	2	1	2	2	1	2	1	1	3	4	0	4	2	3	4	1	3	3	3	1	2	1	3	3	0	1	3	4	3	4	4	0	1	2	2	2	1	2	2	2	4	1	3	1	3	4	4	4	1	2	1	1	4	1	2	4	2	0	3	3	3	1	1	2	4	3	2	1	3	4	2	2	4	4	0	4	1	2	2	4	4	1	4	3	3	4	2	2	1	3	1	1	2	3	2	1	4	1	2	2	3	3	3	3	3	3	1	1	1	3	2	1	2	3	1	1	0	2	1	1	0	1	1	1
2-2a_A06	2-2	3	1	0	4	3	0	3	1	4	4	1	1	4	2	2	3	3	4	0	4	0	1	2	1	2	2	1	4	2	4	0	2	3	3	4	2	0	2	3	2	1	3	2	3	1	4	1	3	1	0	1	3	4	3	4	4	4	1	2	1	2	0	2	2	2	4	0	3	3	3	4	4	4	0	2	1	1	4	1	2	4	2	0	3	3	3	1	1	2	4	3	2	1	3	4	1	2	4	4	0	0	1	2	2	4	4	1	0	3	3	4	0	2	1	0	2	1	2	3	2	2	3	3	2	2	1	1	4	1	4	3	1	3	1	3	3	3	2	1	3	1	0	4	0	1	0	3	0	3
2-3a_A07	2-3	3	1	0	0	1	0	3	0	4	4	0	1	2	2	2	1	1	1	0	3	0	2	2	1	4	2	1	4	2	4	0	1	1	3	3	4	4	4	3	2	1	1	3	3	1	4	1	3	3	0	1	0	3	0	2	4	4	1	2	0	2	0	2	2	1	3	0	1	3	3	1	4	4	0	2	3	2	1	1	4	1	2	0	1	3	1	1	3	4	0	1	3	3	1	4	2	1	4	3	0	0	1	4	2	4	2	3	0	3	0	4	0	2	1	3	1	1	2	4	2	0	3	3	2	4	1	3	4	3	3	3	1	0	0	3	0	1	0	1	1	1	0	4	0	3	0	1	0	3
3-1a_A08	3-1	3	1	0	0	3	0	3	0	2	0	0	0	0	2	2	3	1	1	0	4	0	2	4	0	2	4	1	4	3	0	0	2	1	3	4	2	0	2	3	0	1	3	3	3	0	4	0	0	0	0	0	0	4	0	4	4	4	0	0	0	2	0	0	2	2	3	0	1	3	3	1	0	1	0	4	0	1	4	3	2	0	0	0	1	3	3	2	0	4	0	3	0	1	1	2	0	2	4	4	4	0	3	4	2	1	4	3	0	4	0	1	0	2	4	3	2	3	4	0	2	0	3	3	4	2	3	1	3	3	4	1	0	0	0	3	0	1	0	3	1	1	0	2	0	1	0	1	0	3
3-2a_A09	3-2	3	1	0	4	3	0	3	1	2	4	3	4	4	2	2	3	1	1	4	4	0	2	4	1	2	4	1	4	3	1	0	2	1	3	4	0	0	2	3	4	1	3	3	3	1	4	3	1	1	0	1	3	4	1	4	4	4	1	2	1	2	1	2	2	2	3	0	1	3	3	1	4	1	0	4	1	1	4	3	2	1	4	0	1	3	3	2	3	4	2	3	2	1	1	2	2	2	4	4	4	0	3	4	2	1	4	3	0	4	2	1	2	2	4	3	2	3	4	4	2	1	3	3	4	2	3	1	3	3	4	1	1	1	1	3	3	1	2	3	1	1	0	2	3	1	0	1	0	3
3-3a_A10	3-3	3	1	2	4	3	0	3	1	2	4	3	4	4	2	2	3	1	1	4	4	0	2	4	1	2	4	1	4	3	1	2	2	1	3	4	0	0	2	3	4	1	3	3	3	1	4	3	1	1	0	1	3	4	1	4	4	4	1	2	1	2	1	2	2	2	3	0	1	3	3	1	4	1	0	4	1	1	4	3	2	1	4	0	1	3	3	2	3	4	2	3	2	1	1	2	2	2	4	4	4	4	3	4	2	1	4	3	0	4	2	1	2	2	4	3	2	3	4	4	2	1	3	3	4	2	3	1	3	3	4	1	1	1	1	3	3	1	2	3	1	1	0	2	3	1	0	1	0	3
4-1a_A11	4-1	3	2	2	4	1	3	3	1	2	4	3	4	4	2	2	3	1	1	4	3	0	1	4	1	4	2	1	4	2	4	4	2	1	3	3	0	0	2	3	4	1	3	2	3	1	4	1	3	1	0	3	3	3	3	4	4	0	2	4	1	2	1	2	2	2	4	1	3	3	3	1	4	1	3	2	1	1	4	1	4	1	4	0	3	4	1	1	1	4	2	1	2	3	1	4	1	2	4	3	2	3	3	4	4	4	4	3	4	3	2	4	2	2	4	3	2	1	4	4	3	2	4	1	2	2	1	3	3	1	4	3	1	3	1	3	2	1	2	1	3	3	0	4	3	1	0	1	4	3
5-1a_A12	5-1	3	1	2	4	3	4	3	1	2	4	3	4	4	2	2	3	1	1	4	4	0	2	4	1	2	4	1	4	3	1	0	2	1	3	4	0	0	2	3	4	1	3	3	3	1	4	3	1	1	0	1	3	4	1	4	4	4	1	2	1	2	1	2	2	2	3	0	1	3	3	1	4	1	1	4	1	1	4	3	2	1	4	0	1	3	3	2	3	4	2	3	2	1	1	2	2	2	4	4	4	4	3	4	2	1	4	3	2	4	2	1	2	2	4	3	2	3	4	4	2	1	3	3	4	2	3	1	3	3	4	1	1	1	1	3	3	1	2	3	1	1	0	2	3	1	0	1	1	3
5-2a_B01	5-2	3	1	2	4	3	0	3	1	2	4	0	4	4	2	2	3	1	0	4	4	0	0	4	1	2	4	0	4	3	1	0	2	1	3	4	0	0	2	3	4	1	3	3	3	1	4	0	1	1	0	1	3	4	1	4	4	4	1	2	0	2	1	2	2	2	3	1	0	3	3	1	4	1	1	4	1	1	4	3	2	1	4	0	1	0	3	2	3	4	2	3	2	1	1	2	2	2	4	4	4	0	3	4	2	0	4	3	0	4	2	1	2	2	4	3	2	3	4	4	2	1	3	3	4	2	3	1	3	3	4	1	1	1	1	3	3	1	0	3	1	1	0	2	3	1	0	1	0	3
5-3a_B02	5-3	3	2	3	2	1	3	3	1	2	4	1	4	4	2	2	3	1	4	2	4	0	1	2	1	4	2	3	2	2	1	2	1	3	3	4	0	0	2	3	4	1	3	0	3	3	2	1	3	3	0	3	3	3	1	4	2	4	1	2	2	2	1	2	2	2	4	2	1	1	3	1	4	1	1	2	1	1	1	1	4	1	4	0	3	3	1	2	1	4	2	3	3	3	1	4	1	2	4	3	4	0	3	2	4	1	4	1	4	3	3	1	1	2	4	3	2	1	2	4	2	2	3	1	2	4	1	1	3	3	3	3	1	3	0	1	3	3	2	1	1	1	0	2	1	3	0	1	4	3
5-3a_C04	5-3	3	2	3	2	1	3	3	1	2	4	1	4	4	2	2	3	1	4	2	4	0	1	2	1	4	2	3	2	2	1	2	1	3	3	4	0	0	2	3	4	1	3	0	3	3	2	1	3	3	0	3	3	3	1	4	2	4	1	2	2	2	1	2	2	2	4	2	1	1	3	1	4	1	1	2	1	1	1	1	4	1	4	0	3	3	1	2	1	4	2	3	3	3	1	4	1	2	4	3	4	0	3	2	4	1	4	1	4	3	3	0	1	2	4	3	2	1	2	4	2	2	3	1	2	4	1	1	3	3	3	3	1	3	0	1	3	3	2	1	1	1	0	2	1	3	0	1	4	3
5-4a_B03	5-4	3	1	2	4	3	0	3	1	2	4	3	4	4	2	2	3	1	1	4	4	0	0	4	1	2	4	1	4	3	1	2	2	1	3	4	0	0	2	3	4	1	3	3	3	1	4	3	1	1	0	1	3	4	1	4	4	4	1	2	1	2	1	2	2	2	3	0	1	3	3	1	4	1	1	4	1	1	4	3	2	1	4	0	1	3	3	2	3	4	2	3	2	1	1	2	2	2	4	4	4	0	3	4	2	1	4	3	0	4	2	1	2	2	4	3	2	3	4	4	2	1	3	3	4	2	3	1	3	3	4	1	1	1	1	3	3	1	2	3	1	1	0	2	3	1	0	1	0	3
6-7a_B04	6-7	3	1	2	4	1	4	3	1	4	2	1	4	4	2	2	3	3	4	2	4	0	1	2	1	2	2	1	4	2	4	2	1	3	3	3	0	0	2	3	2	1	3	2	3	1	4	1	3	1	0	3	3	3	3	4	2	0	1	4	1	2	1	2	2	2	4	2	1	1	3	1	4	4	3	2	1	1	4	1	2	4	2	0	3	3	3	1	1	2	4	3	3	1	3	4	1	2	4	4	4	3	1	2	2	4	4	3	2	3	3	4	2	2	1	4	2	1	2	3	2	2	3	3	2	2	1	1	4	1	4	3	1	3	1	3	3	3	2	1	3	1	0	4	1	1	0	3	1	3
7-1a_B05	7-1	3	2	2	4	1	4	3	1	4	2	1	1	4	2	2	3	1	4	2	4	0	1	2	2	4	2	0	2	2	4	2	1	1	1	3	0	0	2	3	4	1	3	3	3	3	2	1	1	3	0	1	3	3	3	0	4	4	1	2	2	2	1	2	2	2	3	2	1	1	3	4	4	1	3	2	3	1	4	1	4	4	2	0	3	3	1	1	1	4	4	3	3	1	3	2	2	2	4	4	0	4	0	2	4	1	4	3	4	3	2	4	2	2	4	3	2	1	2	4	2	2	3	1	2	4	1	1	4	1	3	3	1	3	0	3	2	3	4	3	3	1	0	2	1	3	0	1	4	1
8-1a_B06	8-1	3	2	2	2	1	3	1	1	2	4	1	1	2	2	4	3	1	4	2	4	0	1	2	1	2	4	0	4	2	1	2	1	1	1	4	0	0	2	3	4	3	1	3	3	1	4	1	1	3	1	3	3	3	3	2	4	4	1	2	2	2	1	2	2	1	3	1	1	3	3	4	4	1	3	2	3	1	4	1	4	1	2	0	3	3	3	1	3	4	2	3	2	1	3	2	1	1	4	3	4	3	3	4	2	4	4	3	2	3	2	4	2	2	1	3	2	1	2	3	2	2	4	1	2	4	3	3	3	3	3	3	3	3	0	1	3	3	2	1	1	1	0	4	3	3	0	3	4	1
Ang-1_D08	Ang	3	2	2	4	1	4	3	1	2	2	3	1	4	2	2	3	1	4	4	3	0	2	2	1	2	4	1	4	2	4	2	1	3	3	4	0	0	2	3	2	3	3	3	3	3	2	3	3	1	0	3	3	3	3	4	4	4	2	2	2	2	3	4	2	1	4	2	1	3	3	4	4	1	1	2	3	1	4	1	4	4	4	0	1	3	3	2	3	2	2	3	2	1	1	4	1	2	4	4	2	0	3	2	4	4	2	3	2	3	2	4	2	4	1	4	2	3	2	4	3	2	4	1	4	2	1	1	3	1	4	1	3	1	1	0	3	3	2	3	3	1	0	4	1	1	0	1	1	1
Bas-1_F11	Bas	3	0	3	2	1	4	1	1	4	4	3	1	0	2	0	1	3	4	4	3	0	1	0	1	4	2	1	0	2	4	2	2	1	1	3	0	0	2	1	2	0	1	2	1	3	2	1	1	0	0	3	1	3	0	4	4	4	1	2	1	4	1	2	4	1	3	2	0	1	3	4	4	4	3	4	0	2	4	1	2	1	2	0	3	3	1	2	0	2	2	1	2	1	3	2	0	2	2	4	4	4	1	2	2	4	2	3	0	3	3	1	0	2	4	3	1	3	4	3	2	2	4	0	2	4	3	3	4	3	3	3	3	3	1	3	2	3	0	1	1	3	0	4	3	3	0	3	1	0
Bas-3_F12	Bas	0	1	0	0	1	0	1	0	2	0	0	0	0	2	2	1	0	0	0	0	0	1	4	0	4	2	1	2	2	0	0	0	1	0	3	0	0	2	3	0	3	0	2	1	0	2	0	0	0	0	0	0	0	0	4	2	4	0	0	0	4	0	0	4	0	3	0	0	1	3	4	0	4	0	4	0	1	1	1	2	0	0	0	3	0	1	2	0	2	0	1	0	1	3	2	0	2	2	4	2	0	3	0	2	0	2	3	0	4	0	1	0	2	0	0	2	3	4	0	0	0	3	3	2	4	3	3	4	3	3	3	0	0	0	0	0	3	0	3	1	3	0	4	0	0	0	3	0	0
Bay-0_D01	Bay	3	1	2	2	1	3	3	1	4	4	3	1	2	2	2	1	3	4	2	4	0	1	4	2	2	2	3	4	2	1	2	2	1	3	4	0	4	2	3	2	3	3	2	3	1	2	3	3	1	0	1	3	3	1	4	2	4	1	4	1	4	1	2	4	2	4	1	3	3	3	1	1	1	1	2	3	1	1	1	4	1	2	0	3	4	3	1	1	4	2	1	3	1	1	2	2	2	2	4	2	3	1	2	4	4	4	3	2	3	2	4	1	4	1	4	1	1	4	3	3	2	4	1	2	4	1	3	4	1	4	1	1	3	1	3	3	1	4	3	1	1	0	2	3	1	0	1	1	1
Bij-1_G06	Bij	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Bla-1_B07	Bla	1	2	3	4	3	3	3	1	4	2	3	4	4	3	4	3	1	4	2	3	0	1	4	1	2	2	3	4	3	1	2	2	1	1	3	0	0	2	3	4	1	3	3	1	1	4	1	1	1	0	1	3	3	1	2	2	2	2	4	2	2	3	4	2	2	3	1	3	3	3	4	1	4	1	4	3	2	4	1	4	1	2	0	3	4	3	1	1	4	2	1	2	1	3	4	2	1	4	3	0	4	1	4	2	4	2	3	4	3	2	1	1	2	4	3	2	1	2	4	3	1	4	3	2	2	1	3	3	1	3	3	3	3	0	1	3	1	2	1	3	1	0	2	1	1	0	3	1	1
Bor-4_C12	Bor	0	1	2	2	0	3	3	0	2	4	1	0	0	2	4	3	3	4	2	3	0	1	2	1	2	4	0	0	2	1	4	0	1	3	4	0	0	4	0	0	1	3	2	0	1	4	1	0	3	0	0	3	3	3	0	0	0	1	2	2	4	1	2	0	1	0	2	1	0	3	4	4	1	0	4	1	2	4	1	4	4	2	0	0	4	3	2	1	2	4	0	3	1	1	0	0	1	4	3	4	0	3	4	2	4	4	0	4	3	0	4	0	4	4	3	0	1	2	0	3	0	3	3	2	4	0	3	4	1	4	0	3	3	1	3	3	3	2	3	1	3	0	0	1	1	0	0	0	0
Br-0_C06	Br	3	1	2	2	3	4	3	1	4	4	3	1	4	2	2	1	3	4	2	3	0	2	2	1	4	4	3	4	2	4	2	1	1	3	3	0	0	2	3	2	3	3	2	3	3	4	1	3	1	0	1	1	3	3	2	4	4	2	4	1	4	1	2	4	2	3	1	3	1	3	4	1	1	1	4	1	2	4	1	4	1	2	0	3	4	3	1	3	2	2	1	2	3	1	4	1	2	2	4	0	0	0	4	4	1	4	1	4	3	2	4	2	4	4	3	2	1	4	4	2	2	3	1	2	2	3	1	4	1	3	1	3	3	1	3	2	1	2	3	1	3	0	2	3	1	0	1	1	1
Bur-0_C07	Bur	1	1	3	2	1	3	1	1	4	4	1	1	2	3	2	3	1	4	2	4	0	1	2	2	2	4	3	4	2	1	4	2	1	1	3	0	4	2	3	4	3	3	2	1	3	4	3	3	1	0	3	1	3	1	4	4	4	1	2	2	2	3	4	2	2	4	2	3	3	1	1	4	1	3	2	3	1	1	3	2	4	4	0	1	4	3	2	1	4	2	1	2	3	3	4	1	1	4	4	4	3	3	4	2	4	4	3	2	3	3	4	1	4	1	4	1	1	2	4	3	2	4	1	2	2	1	3	4	3	4	1	3	1	0	1	3	1	2	3	1	3	0	2	3	1	0	1	1	3
Bur-0_E03	Bur	1	1	3	2	1	3	1	1	4	4	1	1	2	3	2	3	1	4	2	4	0	1	2	2	2	4	3	4	2	1	4	2	1	1	3	0	4	2	3	4	3	3	2	1	3	4	3	3	1	0	3	1	3	1	4	4	4	1	2	2	2	3	4	2	2	4	0	3	3	1	1	4	1	3	2	3	1	1	3	2	4	4	0	1	4	3	2	1	4	2	1	2	3	3	4	1	1	4	4	4	0	3	4	2	4	4	3	0	3	3	4	1	4	1	4	1	1	2	4	3	2	4	1	2	2	1	3	4	3	4	1	3	1	0	1	3	1	2	3	1	3	0	2	3	1	0	1	1	3
C24_D07	C	3	1	2	4	3	4	3	1	4	2	1	1	2	2	2	1	3	4	2	3	0	1	2	2	2	4	3	4	2	1	4	2	1	3	4	0	4	2	3	4	1	3	3	3	1	4	1	3	1	0	1	3	3	3	2	4	2	2	4	2	4	3	4	4	1	4	2	3	1	3	4	1	1	1	2	1	1	1	3	4	0	2	0	3	4	1	1	3	2	4	1	3	1	3	2	1	2	4	4	2	0	3	4	2	4	4	3	2	3	2	1	1	4	4	4	2	1	2	4	2	2	3	1	2	4	1	1	4	1	4	1	1	3	1	3	0	1	2	3	3	3	0	2	3	1	0	1	1	1
Cal-0_G09	Cal	1	1	3	2	1	3	1	1	4	4	1	1	2	3	2	3	1	4	2	4	0	1	2	2	2	4	0	4	2	1	4	2	1	1	3	0	4	2	3	4	3	3	2	1	3	4	3	3	1	0	3	1	3	1	4	4	4	1	2	2	2	3	4	2	2	4	2	3	3	1	1	4	1	3	2	3	1	1	3	2	4	4	0	1	4	3	2	1	4	2	1	2	3	3	4	1	1	4	4	4	0	3	4	2	4	4	3	2	3	3	4	1	4	1	4	1	1	2	4	3	2	4	1	2	2	1	3	4	3	4	1	3	1	0	1	3	1	2	3	1	3	0	2	3	1	0	1	1	3
Cha-1_G02	Cha	3	2	2	2	1	4	1	1	4	4	3	4	2	2	4	1	1	4	2	3	0	1	4	1	4	2	1	4	3	4	2	2	1	3	3	0	0	2	1	4	1	1	2	1	1	2	1	3	1	0	3	1	4	3	4	4	4	1	2	1	4	3	4	4	1	3	2	1	1	3	4	4	4	3	4	3	1	4	1	2	1	2	0	3	3	3	2	3	2	2	1	2	1	3	2	0	2	4	4	2	4	3	2	2	1	2	1	4	4	3	4	1	2	4	3	2	3	4	3	2	2	3	3	2	4	3	3	4	3	4	3	3	1	1	1	2	3	4	1	1	3	0	2	1	3	0	3	1	1
Cha-2_G03	Cha	1	1	2	2	1	4	1	1	2	4	1	4	2	2	2	1	3	4	4	3	0	1	4	1	4	2	1	2	2	0	2	2	1	1	3	0	0	2	0	0	0	1	2	1	1	0	1	3	1	0	3	3	4	3	4	4	4	1	2	1	4	1	2	4	1	3	2	1	1	3	4	4	4	3	4	3	1	1	1	2	1	0	0	3	3	0	2	3	2	2	1	2	1	3	2	0	2	0	4	4	4	3	0	2	4	2	0	4	0	3	1	1	2	4	3	2	3	4	3	2	2	0	0	2	4	3	3	4	3	0	3	3	1	1	1	3	3	0	1	1	3	0	0	1	3	0	3	1	3
Col-0_D12	Col	3	2	2	4	1	3	3	1	2	4	3	4	2	2	2	1	1	4	4	4	0	1	2	1	2	4	1	4	2	1	2	2	3	3	3	0	0	4	1	4	3	3	2	3	3	2	1	1	1	0	1	3	4	1	2	2	4	2	2	1	2	3	4	2	2	3	1	3	1	3	4	4	4	3	2	1	2	4	1	4	4	2	0	1	4	1	1	1	2	4	1	3	1	1	4	1	2	2	4	4	4	1	4	2	4	4	1	4	3	3	1	1	4	1	3	2	3	2	4	3	1	3	3	2	4	3	3	3	3	3	3	3	1	0	1	2	1	2	1	1	1	0	4	1	1	0	3	1	1
